phone_number,city,distributor_name,store_type,store_number,country,address2,longitude,store_hours,store_name,state,other_fields,address,latitude,zip_code
(805) 687-5200,Santa Barbara,,,,United States,,,"Mon-Sat: 10:30am-9pm, Sun: 11am-8pm",Santa Barbara,CA,,3890 La Cumbre Plaza Ln.,,93105
(805) 962-7472,Santa Barbara,,,,United States,,,"Mon-Sat: 10:30am-9pm, Sun: 11am-8pm",Santa Barbara,CA,,216 S. Milpas,,93103
(805) 892-5400,Santa Barbara,,,,United States,,,"Mon-Sat: 10:30am-9pm, Sun: 11am-8pm",Santa Barbara,CA,,628 State St.,,93101
(661) 252-1487,Santa Clarita,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Santa Clarita,CA,,19223 Golden Valley Rd.,,91387
(805) 527-4500,Simi Valley,,,,United States,,,"Mon-Sat: 10:30am-10pm, Sun: 10:30am-9:30pm",Simi Valley,CA,,2906 Tapo Cyn. Blvd.,,93065
(805) 584-9007,Simi Valley,,,,United States,,,"Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm",West Simi Valley,CA,,2091 Madera Rd.,,93065
(323) 566-2240,South Gate,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",South Gate,CA,,4791 Firestone Bl.,,90280
(805) 494-1124,Thousand Oaks,,,,United States,,,"Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm",Thousand Oaks,CA,,11 East Hillcrest Dr.,,91360
(805) 230-2874,Thousand Oaks,,,,United States,,,"Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm",Westlake Village,CA,,3980 E. Thousand Oaks Blvd.,,91362
(310) 406-3063,Torrance,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Torrance,CA,,3829 Torrance Blvd.,,90503
(661) 291-1575,Valencia,,,,United States,,,"Mon-Sat: 10:30am-10pm, Sun: 10:30am-9:30pm",Valencia,CA,,25948 McBean Pkwy.,,91355
(661) 294-1071,Valencia,,,,United States,,,"Mon-Sat: 10:30am-10pm, Sun: 10:30am-9:30pm",Rye Canyon,CA,,28251 Newhall Ranch Rd.,,91355
(818) 781-7057,Van Nuys,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Van Nuys,CA,,7221 Van Nuys Blvd.,,91405
(805) 676-1717,Ventura,,,,United States,,,"Mon-Sat: 10:30am-10pm, Sun: 10:30am-9:30pm",Telephone,CA,,4732 Telephone Rd.,,93003
(805) 667-2065,Ventura,,,,United States,,,"Mon-Sat: 10:30am-10pm, Sun: 10:30am-9:30pm",Thompson,CA,,487 E. Thompson Blvd.,,93001
(626) 859-6666,West Covina,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",West Covina,CA,,2851 Eastland Center Drive,,91791
(562) 947-9400,Whittier,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Whittier,CA,,15498 Whittier Blvd.,,90603
(818) 225-2231,Woodland Hills,,,,United States,,,"Mon-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Woodland Hills,CA,,22651 Ventura Blvd.,,91364
(909) 597-3344,Chino Hills,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Chino Hills,CA,,4200 Chino Hills Parkway,,91709
(951) 361-9490,Eastvale,,,,United States,,,Mon-Sun: 10:30am-10pm,Eastvale,CA,,12569 Limonite Ave.,,91752
(760) 995-4159,Hesperia,,,,United States,,,"Mon-Sat: 10:30am-10pm, Sun: 10:30am-9:30pm",Hesperia,CA,,13325 Main Street,,92345
(760) 564-6900,La Quinta,,,,United States,,,Mon-Sun: 10:30am-10pm,La Quinta,CA,,79174 Highway 111,,92253
(951) 672-2295,Menifee,,,,United States,,,Mon-Sun: 10:30am-10pm,Menifee,CA,,30067 Haun Rd.,,92584
(442) 282-5168,Palm Desert,,,,United States,,,Mon-Sun: 10:30am-10pm,Palm Desert,CA,,73393 Highway 111,,92260
(951) 248-0156,RIVERSIDE,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Riverside,CA,,3555 Riverside Plaza Dr.,,92506
(253) 236-5821,Rancho Cucamonga,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9:30pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Thurs: 10:30am-11pm, Fri-Sat: 10:30am-12am, Sun: 10:30am-10pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sat: 10:30am-12am, Sun: 10:30am-11pm, Mon-Sun: 10:30am-10pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9:30pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Sat: 10:30am-12am, Sun: 10:30am-11pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sun: 10:30am-10pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Sat: 10:30am-12am, Sun: 10:30am-11pm, Mon-Fri: 10am-10pm, Sat-Sun: 11am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sat: 10:30am-12:00am, Sun: 10:30am-11:00pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-12am, Sun: 10:30am-11pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Fri: 8:30am-11pm, Sat: 8:30am-10pm, Sun: 8:30am-11pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sun: 10:30am-10pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sun: 10:30am-10pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9:30pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm, Mon-Thurs: 10:30am-9pm, Fri-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm, Mon-Sat: 10:30am-10pm, Sun: 10:30am-9:00pm, Mon-Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Sun: 10:30am-10pm, Mon-Wed: 10am-10pm, Thurs-Fri: 10am-11pm, Sat-Sun: 10am-10pm",Rancho Cucamonga,CA,,10895 Foothill Blvd.,,91730
(909) 792-8855,Redlands,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Redlands,CA,,27511 San Bernardino Ave.,,92374
(951) 689-0545,Riverside,,,,United States,,,Mon-Sun: 10:30am-10pm,Riverside,CA,,3510 Tyler St.,,92503
(909) 592-3322,San Dimas,,,,United States,,,"Mon-Sat: 10:30am-10pm, Sun: 10:30am-9:30pm",San Dimas,CA,,470 N. Lone Hill Ave.,,91773
(909) 949-2300,Upland,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Upland,CA,,1071 East 19th Street,,91784
(909) 932-1100,Upland,,,,United States,,,"Mon-Thurs: 10:30am-11pm, Fri-Sat: 10:30am-12am, Sun: 10:30am-10pm",Upland,CA,,1213 W. Foothill Bl.,,91786
(949) 831-3116,Aliso Viejo,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Aliso Viejo,CA,,26921 Aliso Creek Rd.,,92656
(714) 998-8000,Anaheim Hills,,,,United States,,,Mon-Sun: 10:30am-10pm,Anaheim Hills,CA,,8182 E. Santa Ana Canyon Rd.,,92808
(714) 690-0336,Buena Park,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Buena Park,CA,,5968 Orangethorpe Ave.,,90620
(714) 241-1873,Costa Mesa,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Costa Mesa,CA,,1510 Adams Ave,,92626
(714) 892-1994,Cypress,,,,United States,,,Mon-Sun: 10:30am-10pm,Cypress,CA,,6830 Katella Ave.,,90630
(949) 248-1045,Dana Point,,,,United States,,,"Mon-Sat: 10:30am-12am, Sun: 10:30am-11pm",Dana Point,CA,,32505 Golden Lantern St.,,92629
(714) 773-0848,Fullerton,,,,United States,,,Mon-Sun: 10:30am-10pm,Fullerton,CA,,101 E Orangethorpe Ave.,,92832
(714) 871-9116,Fullerton,,,,United States,,,"Mon-Sat: 10:30am-10pm, Sun: 10:30am-9:30pm",Fullerton,CA,,"2720 Nutwood Ave,",,92831
(714) 596-2200,Huntington Beach,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Huntington Beach,CA,,18001 Beach Blvd.,,92648
(949) 552-5963,Irvine,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Irvine,CA,,14474 Culver Drive,,92604
(949) 823-0167,Irvine,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Irvine,CA,,4501 Campus Drive,,92612
(949) 955-9467,Irvine,,,,United States,,,"Mon-Sat: 10:30am-12am, Sun: 10:30am-11pm",Irvine,CA,,2200 Barranca Pkwy,,92606
(562) 777-1012,La Mirada,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",La Mirada,CA,,14986 Imperial Highway,,90638
(949) 206-9110,Lake Forest,,,,United States,,,Mon-Sun: 10:30am-10pm,Lake Forest,CA,,23632 El Toro Rd.,,92630
(714) 282-1530,Orange,,,,United States,,,Mon-Sun: 10:30am-10pm,Orange,CA,,1500 East Village Way,,92865
(949) 488-7826,San Clemente,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",San Clemente,CA,,638 Camino De Los Mares,,92673
(714) 550-1201,Santa Ana,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Santa Ana,CA,,2777 N. Main St.,,92705
(916) 536-9175,Citrus Heights,,,,United States,,,Mon-Sun: 10:30am-10pm,Citrus Heights,CA,,5437 Sunrise Blvd.,,95610
(530) 757-7485,Davis,,,,United States,,,"Mon-Sat: 10:30am-10pm, Sun: 10:30am-9pm",Davis,CA,,500 1st Street,,95616
(916) 683-3551,Elk Grove,,,,United States,,,"Mon-Thurs: 10:30am-10pm, Fri-Sat: 10:30am-11pm, Sun: 10:30am-10pm",Elk Grove,CA,,7400 Laguna Blvd.,,95758
