phone_number,city,distributor_name,store_type,store_number,country,address2,longitude,store_hours,store_name,state,other_fields,address,latitude,zip_code
(318) 716-5923,BOSSIER CITY,,,,United States,,,"Sun:6AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,LA,,2826 BARKSDALE BLVD,,71112
(318) 459-3753,SHREVEPORT,,,,United States,,,"Sun:6AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,LA,,161 FREESTATE BLVD,,71107-6524
(918) 445-0075,TULSA,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr.,OK,,5722 S 49TH WEST AVE,,74107-8819
(918) 241-2958,SAND SPRINGS,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr. Green Burrito,OK,,1120 E CHARLES PAGE BLVD,,74063-8510
(318) 686-4600,SHREVEPORT,,,,United States,,,"Sun:6AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,LA,,9352 MANSFIELD RD,,71118
(918) 426-5088,MCALESTER,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,423 S GEORGE NIGH EXPY,,74501-6092
(405) 382-3166,SEMINOLE,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,1010 MILT PHILLIPS AVE,,74868-2320
(405) 275-2344,SHAWNEE,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,OK,,2333 N HARRISON,,74804-3134
(580) 332-1600,ADA,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,200 S MISSISSIPPI,,74820-6635
(405) 260-4566,GUTHRIE,,,,United States,,,"Sun:24 hours, Mon:24 hours, Tues:24 hours, Wed:24 hours, Thurs:24 hours, Fri:24 hours, Sat:24 hours",Carl's Jr. Green Burrito,OK,,2700 E HIGHWAY 33,,73044
(580) 924-7340,DURANT,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,1305 W MAIN ST,,74701-4903
(580) 237-1905,ENID,,,,United States,,,"Sun:24 hours, Mon:24 hours, Tues:24 hours, Wed:24 hours, Thurs:24 hours, Fri:24 hours, Sat:24 hours",Carl's Jr.,OK,,4104 E RANDOLPH,,73701
(405) 736-6043,MIDWEST CITY,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,7900 E RENO AVE,,73110-4313
(405) 216-5310,EDMOND,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr.,OK,,917 W DANFORTH RD,,73003
(405) 471-6887,EDMOND,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr.,OK,,3264 S BROADWAY,,73013-4035
+242 4241138,NASSAU,,,,United States,,,"Sun:12AM - 12AM, Mon:10AM - 8PM, Tues:10AM - 8PM, Wed:10AM - 8PM, Thurs:10AM - 8PM, Fri:10AM - 9PM, Sat:10AM - 9PM",Carl's Jr.,,,MARATHON MALL,,
+242 4241138,NASSAU,,,,United States,,,"Sun:8AM - 10PM, Mon:7AM - 10PM, Tues:7AM - 10PM, Wed:7AM - 10PM, Thurs:7AM - 10PM, Fri:7AM - 10PM, Sat:7AM - 10PM",Carl's Jr.,,,CARMICHAEL RD AND IGUANA WAY,,
(918) 207-0437,TAHLEQUAH,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr. Green Burrito,OK,,1850 S MUSKOGEE AVE,,74464-5435
(918) 825-2611,PRYOR,,,,United States,,,"Sun:7AM - 10PM, Mon:5:30AM - 10PM, Tues:5:30AM - 10PM, Wed:5:30AM - 10PM, Thurs:5:30AM - 10PM, Fri:5:30AM - 11PM, Sat:5:30AM - 11PM",Carl's Jr. Green Burrito,OK,,201 S MILL ST,,74361-5221
(918) 342-2545,CLAREMORE,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6:30AM - 11:59PM",Carl's Jr. Green Burrito,OK,,611 W PATTI PAGE,,74017-7846
(918) 274-9080,OWASSO,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr.,OK,,9140 N 121ST E AVE,,74055-5103
(918) 251-8024,BROKEN ARROW,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr. Green Burrito,OK,,900 N ASPEN DR,,74012-9565
(918) 396-0308,SKIATOOK,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,900 W ROGERS BLVD,,74070-3925
(918) 893-4775,TULSA,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,OK,,6916 S MINGO RD,,74133
(918) 664-1760,TULSA,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr. Green Burrito,OK,,4994 E 41ST,,74135-6006
(318) 716-5923,BOSSIER CITY,,,,United States,,,"Sun:6AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,LA,,2826 BARKSDALE BLVD,,71112
(318) 459-3753,SHREVEPORT,,,,United States,,,"Sun:6AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,LA,,161 FREESTATE BLVD,,71107-6524
(918) 445-0075,TULSA,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr.,OK,,5722 S 49TH WEST AVE,,74107-8819
(918) 241-2958,SAND SPRINGS,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr. Green Burrito,OK,,1120 E CHARLES PAGE BLVD,,74063-8510
(318) 686-4600,SHREVEPORT,,,,United States,,,"Sun:6AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,LA,,9352 MANSFIELD RD,,71118
(918) 426-5088,MCALESTER,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,423 S GEORGE NIGH EXPY,,74501-6092
(405) 382-3166,SEMINOLE,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,1010 MILT PHILLIPS AVE,,74868-2320
(405) 275-2344,SHAWNEE,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,OK,,2333 N HARRISON,,74804-3134
(580) 332-1600,ADA,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,200 S MISSISSIPPI,,74820-6635
(405) 260-4566,GUTHRIE,,,,United States,,,"Sun:24 hours, Mon:24 hours, Tues:24 hours, Wed:24 hours, Thurs:24 hours, Fri:24 hours, Sat:24 hours",Carl's Jr. Green Burrito,OK,,2700 E HIGHWAY 33,,73044
(580) 924-7340,DURANT,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,1305 W MAIN ST,,74701-4903
(580) 237-1905,ENID,,,,United States,,,"Sun:24 hours, Mon:24 hours, Tues:24 hours, Wed:24 hours, Thurs:24 hours, Fri:24 hours, Sat:24 hours",Carl's Jr.,OK,,4104 E RANDOLPH,,73701
(405) 736-6043,MIDWEST CITY,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,7900 E RENO AVE,,73110-4313
(405) 216-5310,EDMOND,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr.,OK,,917 W DANFORTH RD,,73003
(405) 471-6887,EDMOND,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr.,OK,,3264 S BROADWAY,,73013-4035
+242 4241138,NASSAU,,,,United States,,,"Sun:12AM - 12AM, Mon:10AM - 8PM, Tues:10AM - 8PM, Wed:10AM - 8PM, Thurs:10AM - 8PM, Fri:10AM - 9PM, Sat:10AM - 9PM",Carl's Jr.,,,MARATHON MALL,,
+242 4241138,NASSAU,,,,United States,,,"Sun:8AM - 10PM, Mon:7AM - 10PM, Tues:7AM - 10PM, Wed:7AM - 10PM, Thurs:7AM - 10PM, Fri:7AM - 10PM, Sat:7AM - 10PM",Carl's Jr.,,,CARMICHAEL RD AND IGUANA WAY,,
(918) 207-0437,TAHLEQUAH,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr. Green Burrito,OK,,1850 S MUSKOGEE AVE,,74464-5435
(918) 825-2611,PRYOR,,,,United States,,,"Sun:7AM - 10PM, Mon:5:30AM - 10PM, Tues:5:30AM - 10PM, Wed:5:30AM - 10PM, Thurs:5:30AM - 10PM, Fri:5:30AM - 11PM, Sat:5:30AM - 11PM",Carl's Jr. Green Burrito,OK,,201 S MILL ST,,74361-5221
(918) 342-2545,CLAREMORE,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6:30AM - 11:59PM",Carl's Jr. Green Burrito,OK,,611 W PATTI PAGE,,74017-7846
(918) 274-9080,OWASSO,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr.,OK,,9140 N 121ST E AVE,,74055-5103
(918) 251-8024,BROKEN ARROW,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr. Green Burrito,OK,,900 N ASPEN DR,,74012-9565
(918) 396-0308,SKIATOOK,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,900 W ROGERS BLVD,,74070-3925
(918) 893-4775,TULSA,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,OK,,6916 S MINGO RD,,74133
(918) 664-1760,TULSA,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr. Green Burrito,OK,,4994 E 41ST,,74135-6006
(318) 716-5923,BOSSIER CITY,,,,United States,,,"Sun:6AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,LA,,2826 BARKSDALE BLVD,,71112
(318) 459-3753,SHREVEPORT,,,,United States,,,"Sun:6AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,LA,,161 FREESTATE BLVD,,71107-6524
(918) 445-0075,TULSA,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr.,OK,,5722 S 49TH WEST AVE,,74107-8819
(918) 241-2958,SAND SPRINGS,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr. Green Burrito,OK,,1120 E CHARLES PAGE BLVD,,74063-8510
(318) 686-4600,SHREVEPORT,,,,United States,,,"Sun:6AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,LA,,9352 MANSFIELD RD,,71118
(918) 426-5088,MCALESTER,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,423 S GEORGE NIGH EXPY,,74501-6092
(405) 382-3166,SEMINOLE,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,1010 MILT PHILLIPS AVE,,74868-2320
(405) 275-2344,SHAWNEE,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,OK,,2333 N HARRISON,,74804-3134
(580) 332-1600,ADA,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,200 S MISSISSIPPI,,74820-6635
(405) 260-4566,GUTHRIE,,,,United States,,,"Sun:24 hours, Mon:24 hours, Tues:24 hours, Wed:24 hours, Thurs:24 hours, Fri:24 hours, Sat:24 hours",Carl's Jr. Green Burrito,OK,,2700 E HIGHWAY 33,,73044
(580) 924-7340,DURANT,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,1305 W MAIN ST,,74701-4903
(580) 237-1905,ENID,,,,United States,,,"Sun:24 hours, Mon:24 hours, Tues:24 hours, Wed:24 hours, Thurs:24 hours, Fri:24 hours, Sat:24 hours",Carl's Jr.,OK,,4104 E RANDOLPH,,73701
(405) 736-6043,MIDWEST CITY,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,7900 E RENO AVE,,73110-4313
(405) 216-5310,EDMOND,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr.,OK,,917 W DANFORTH RD,,73003
(405) 471-6887,EDMOND,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr.,OK,,3264 S BROADWAY,,73013-4035
+242 4241138,NASSAU,,,,United States,,,"Sun:12AM - 12AM, Mon:10AM - 8PM, Tues:10AM - 8PM, Wed:10AM - 8PM, Thurs:10AM - 8PM, Fri:10AM - 9PM, Sat:10AM - 9PM",Carl's Jr.,,,MARATHON MALL,,
+242 4241138,NASSAU,,,,United States,,,"Sun:8AM - 10PM, Mon:7AM - 10PM, Tues:7AM - 10PM, Wed:7AM - 10PM, Thurs:7AM - 10PM, Fri:7AM - 10PM, Sat:7AM - 10PM",Carl's Jr.,,,CARMICHAEL RD AND IGUANA WAY,,
(918) 207-0437,TAHLEQUAH,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr. Green Burrito,OK,,1850 S MUSKOGEE AVE,,74464-5435
(918) 825-2611,PRYOR,,,,United States,,,"Sun:7AM - 10PM, Mon:5:30AM - 10PM, Tues:5:30AM - 10PM, Wed:5:30AM - 10PM, Thurs:5:30AM - 10PM, Fri:5:30AM - 11PM, Sat:5:30AM - 11PM",Carl's Jr. Green Burrito,OK,,201 S MILL ST,,74361-5221
(918) 342-2545,CLAREMORE,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6:30AM - 11:59PM",Carl's Jr. Green Burrito,OK,,611 W PATTI PAGE,,74017-7846
(918) 274-9080,OWASSO,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr.,OK,,9140 N 121ST E AVE,,74055-5103
(918) 251-8024,BROKEN ARROW,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr. Green Burrito,OK,,900 N ASPEN DR,,74012-9565
(918) 396-0308,SKIATOOK,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,900 W ROGERS BLVD,,74070-3925
(918) 893-4775,TULSA,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,OK,,6916 S MINGO RD,,74133
(918) 664-1760,TULSA,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr. Green Burrito,OK,,4994 E 41ST,,74135-6006
(318) 716-5923,BOSSIER CITY,,,,United States,,,"Sun:6AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,LA,,2826 BARKSDALE BLVD,,71112
(318) 459-3753,SHREVEPORT,,,,United States,,,"Sun:6AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,LA,,161 FREESTATE BLVD,,71107-6524
(918) 445-0075,TULSA,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr.,OK,,5722 S 49TH WEST AVE,,74107-8819
(918) 241-2958,SAND SPRINGS,,,,United States,,,"Sun:7AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11:59PM, Sat:6AM - 11:59PM",Carl's Jr. Green Burrito,OK,,1120 E CHARLES PAGE BLVD,,74063-8510
(318) 686-4600,SHREVEPORT,,,,United States,,,"Sun:6AM - 11PM, Mon:6AM - 11PM, Tues:6AM - 11PM, Wed:6AM - 11PM, Thurs:6AM - 11PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr.,LA,,9352 MANSFIELD RD,,71118
(918) 426-5088,MCALESTER,,,,United States,,,"Sun:7AM - 10PM, Mon:6AM - 10PM, Tues:6AM - 10PM, Wed:6AM - 10PM, Thurs:6AM - 10PM, Fri:6AM - 11PM, Sat:6AM - 11PM",Carl's Jr. Green Burrito,OK,,423 S GEORGE NIGH EXPY,,74501-6092
