store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,store_type,other_fields,coming_soon
Timberlake Road II,,22195 Timberlake Road ,,Lynchburg ,VA,245,United States,"(434) 237-0960,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Hiawatha I/South Minneapolis,,4325 Hiawatha Ave ,,Minneapolis ,MN,554,United States,"(612) 721-8943,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
St. Louis Park,,5605 Cedar Lake Rd South ,,St. Louis Park ,MN,554,United States,"(952) 546-2954,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Getwell & Shelby,,4720 Getwell Road ,,Memphis ,TN,381,United States,"(901) 367-2500,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 12:00PM-4:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Eagan,,4025 Old Sibley Memorial Hwy ,,Eagan ,MN,551,United States,"(651) 882-0427,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Lakeville,,9913 214th Street W ,,Lakeville ,MN,550,United States,"(952) 985-1414,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Riverside Annex (Hall Road),,4486 Riverside Dr. ,,Macon ,GA,312,United States,"(478) 405-0993,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Nichols Hills,,2900 NW Grand Blvd ,,Oklahoma City ,OK,731,United States,"(405) 848-7011,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Northeast/Forest Park,,3401 North Bryant Ave ,,Oklahoma City ,OK,731,United States,"(405) 424-6505,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
MacArthur/Lake Hefner,,5801 West Britton Road ,,Oklahoma City ,OK,731,United States,"(405) 720-8313,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Western Ave,,8200 N. Western Ave ,,Oklahoma City ,OK,731,United States,"(405) 848-7200,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Northwest/Willow Creek,,8040 Northwest 122nd Street ,,Oklahoma City ,OK,731,United States,"(405) 773-9876,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Memorial/Chisholm Creek,,13401 North Indiana Ave ,,Oklahoma City ,OK,731,United States,"(405) 749-1991,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Shields Blvd,,8706 S. Shields Blvd ,,Oklahoma City ,OK,731,United States,"(405) 634-6008,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-9:00PM, Sat 6:00AM-9:00PM, Sun 6:00AM-9:00PM",,,
Sheridan,,4411 South Sheridan Rd ,,Tulsa ,OK,741,United States,"(918) 877-5500,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Downtown,,705 South Elgin Ave ,,Tulsa ,OK,741,United States,"(918) 382-0755,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Yale,,3210 South Yale Ave ,,Tulsa ,OK,741,United States,"(918) 794-2600,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Midtown,,2916 East 51st Street ,,Tulsa ,OK,741,United States,"(918) 743-5368,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Beeline,,3655 S Tacoma Ave ,,Tulsa ,OK,741,United States,"(918) 446-8444,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Brookside,,4530 S Peoria Ave ,,Tulsa ,OK,741,United States,"(918) 744-0912,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Osprey/Venice,,660 S. Tamiami Trail ,,Osprey ,FL,342,United States,"(941) 918-8003,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 12:00PM-4:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
US 301/Palmetto,,2100 US 301 North ,,Palmetto ,FL,342,United States,"(941) 479-6400,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Winter Garden,,12446 W. Colonial Drive ,,Winter Garden ,FL,347,United States,"(407) 654-0132,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Douglas Avenue / Altamonte Springs,,510 Douglas Avenue ,,Altamonte Springs ,FL,327,United States,"(407) 865-7011,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Twelve Mile/Roseville,,15390 East Twelve Mile Rd ,,Roseville ,MI,480,United States,"(586) 552-4301,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Allentown/Orefield,,1925 PA-309 ,,Allentown ,PA,181,United States,"(610) 398-3663,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Ivy Hill / Glenside,,7600 Queen Street ,,Glenside ,PA,190,United States,"(215) 402-9917,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-9:00PM, Sat 6:00AM-9:00PM, Sun 6:00AM-9:00PM",,,
Palm Bay Road,,888 Palm Bay Road NE ,,Melbourne ,FL,329,United States,"(321) 984-9798,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
West Lafayette,,1900 Sagamore Parkway West ,,West Lafayette ,IN,479,United States,"(765) 463-7867,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Shepherd Dr,,2804 H. F. Shepherd Drive ,,Decatur ,GA,300,United States,"(470) 235-4720,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-9:00PM, Sat 6:00AM-9:00PM, Sun 6:00AM-9:00PM",,,
Grand Rapids/Kentwood,,2345 29th Street SE ,,Grand Rapids ,MI,495,United States,"(616) 248-4674,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Ponce De Leon Ave,,3031 East Ponce de Leon Avenue ,,Decatur ,GA,300,United States,"(404) 748-1861,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Grand River/Farmington Hills,,28650 Grand River ,,Farmington Hills ,MI,483,United States,"(248) 427-0538,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Macon Road,,6751 Macon Road ,,Columbus ,GA,319,United States,"(706) 562-9252,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Whitesville Road,,5977 Whitesville Road ,,Columbus ,GA,319,United States,"(706) 221-1943,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Huber Heights,,7888 Wildcat Rd. ,,Huber Heights ,OH,454,United States,"(937) 233-3180,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Kettering,,4125 Hempstead Station Dr. ,,Kettering ,OH,454,United States,"(937) 296-9370,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Highway 231,,2669 U.S. Highway 231 ,,Lafayette ,IN,479,United States,"(765) 474-3011,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun Closed, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Fisher Rd,,4600 Fisher Road ,,Columbus ,OH,432,United States,"(614) 851-1000,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Shiloh Springs,,4820 Trinity Church Rd. ,,Dayton ,OH,454,United States,"(937) 275-3526,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-9:00PM, Sat 6:00AM-9:00PM, Sun 6:00AM-10:00PM",,,
Ann Arbor/State St,,2333 South State Street ,,Ann Arbor ,MI,481,United States,"(734) 222-0277,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Ann Arbor/Jackson,,3870 Jackson Road ,,Ann Arbor ,MI,481,United States,"(734) 747-9060,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Veterans Blvd,,1900 Veterans Blvd ,,Ardmore ,OK,734,United States,"(580) 223-0196,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Commerce St,,1812 S. Commerce St ,,Ardmore ,OK,734,United States,"(580) 226-2527,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-9:00PM, Sat 6:00AM-9:00PM, Sun 6:00AM-9:00PM",,,
Sterling Heights,,6550 Metropolitan Pkwy ,,Sterling Heights ,MI,483,United States,"(586) 446-2283,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Glenview / Niles,,747 Milwaukee Ave. ,,Glenview ,IL,600,United States,"(847) 724-8445,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun Closed, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Bloomfield/Sylvan Lake,,1782 Pontiac Dr ,,Sylvan Lake ,MI,483,United States,"(248) 335-4456,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
St Clair Shores,,20355 East 9 Mile Rd ,,St. Clair Shores ,MI,480,United States,"(586) 778-5777,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
Tewksbury/Wilmington,,470 Main Street ,,Tewksbury ,MA,018,United States,"(978) 851-2073,  ",,,"Office Hours : Mon-Fri 9:30AM-6:00PM, Sat 8:30AM-5:00PM, Sun 10:00AM-2:00PM, Gate Hours : Mon-Fri 6:00AM-10:00PM, Sat 6:00AM-10:00PM, Sun 6:00AM-10:00PM",,,
