phone_number,city,distributor_name,store_type,store_number,country,address2,longitude,store_hours,store_name,state,other_fields,address,latitude,zip_code
(516) 308-4535,Bellmore,,,8384,United States,,,"Mon : 7:00 AM-12:00 AM, Tue : 7:00 AM-12:00 AM, Wed : 7:00 AM-12:00 AM, Thu : 7:00 AM-12:00 AM, Fri : 7:00 AM-12:00 AM, Sat : 7:00 AM-12:00 AM, Sun : 7:00 AM-12:00 AM","Arby's, Bellmore",NY,,409 E. Sunrise Hwy,,11710
(973) 625-0200,Rockaway,,,8306,United States,,,"Mon : 10:00 AM-10:00 PM, Tue : 10:00 AM-10:00 PM, Wed : 10:00 AM-10:00 PM, Thu : 10:00 AM-10:00 PM, Fri : 10:00 AM-10:00 PM, Sat : 10:00 AM-10:00 PM, Sun : 10:00 AM-10:00 PM","Arby's, Rockaway",NJ,,207 Route 46,,07866
(631) 450-4448,Lindenhurst,,,8439,United States,,,"Mon : 7:00 AM-12:00 AM, Tue : 7:00 AM-12:00 AM, Wed : 7:00 AM-12:00 AM, Thu : 7:00 AM-12:00 AM, Fri : 7:00 AM-12:00 AM, Sat : 7:00 AM-12:00 AM, Sun : 7:00 AM-12:00 AM","Arby's, Lindenhurst",NY,,100 Sunrise Highway,,11757
(626) 576-8286,Alhambra,,,230,United States,,,"Mon : 10:00 AM-10:30 PM, Tue : 10:00 AM-10:30 PM, Wed : 10:00 AM-10:30 PM, Thu : 10:00 AM-10:30 PM, Fri : 10:00 AM-11:00 AM, Sat : 10:00 AM-11:00 AM, Sun : 10:00 AM-10:30 PM","Arby's, Alhambra",CA,,347 E Main St,,91801
(310) 645-8626,Inglewood,,,329,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-12:00 AM, Sat : 10:00 AM-12:00 AM, Sun : 10:00 AM-11:00 PM","Arby's, Inglewood",CA,,913 W Manchester Blvd,,90301
(562) 867-2883,Lakewood,,,5853,United States,,,"Mon : 10:00 AM-10:00 PM, Tue : 10:00 AM-10:00 PM, Wed : 10:00 AM-10:00 PM, Thu : 10:00 AM-10:00 PM, Fri : 10:00 AM-11:00 PM, Sat : 10:00 AM-11:00 PM, Sun : 10:00 AM-10:00 PM","Arby's, Lakewood",CA,,5920 E South St,,90713
(562) 427-9575,Long Beach,,,1314,United States,,,"Mon : 8:00 AM-11:00 PM, Tue : 8:00 AM-11:00 PM, Wed : 8:00 AM-11:00 PM, Thu : 8:00 AM-11:00 PM, Fri : 8:00 AM-12:00 AM, Sat : 8:00 AM-11:00 PM, Sun : 8:00 AM-11:00 PM","Arby's, Long Beach",CA,,3602 Atlantic Ave,,90807
(856) 310-1033,Audubon,,,7800,United States,Suite E-1,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-12:00 AM, Sat : 10:00 AM-12:00 AM, Sun : 10:00 AM-11:00 PM","Arby's, Audubon",NJ,,100 Black Horse Pike,,08106
(610) 259-1982,Clifton Heights,,,161,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-12:00 AM, Sat : 10:00 AM-12:00 AM, Sun : 10:00 AM-11:00 PM","Arby's, Clifton Heights",PA,,523 W Baltimore Pike,,19018
(610) 586-9983,Norwood,,,5424,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-12:00 AM, Sat : 10:00 AM-12:00 AM, Sun : 10:00 AM-10:00 PM","Arby's, Norwood",PA,,618 Chester Pike,,19074
(856) 848-6550,Woodbury,,,7009,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-11:00 PM, Sat : 10:00 AM-11:00 PM, Sun : 10:00 AM-11:00 PM","Arby's, Woodbury",NJ,,642 Mantua Ave,,08096
(713) 534-0116,Pasadena,,,8532,United States,,,"Mon : 7:00 AM-12:00 AM, Tue : 7:00 AM-12:00 AM, Wed : 7:00 AM-12:00 AM, Thu : 7:00 AM-12:00 AM, Fri : 7:00 AM-12:00 AM, Sat : 7:00 AM-12:00 AM, Sun : 7:00 AM-12:00 AM","Arby's, Pasadena",TX,,1035 Pasadena Freeway,,77506
(800) 599-2729,Houston,,,8570,United States,,,,"Arby's - Coming Soon, Houston",TX,,15755 Wallisville Rd.,,77049
(281) 457-1435,Channelview,,,8469,United States,,,"Mon : 6:00 AM-11:00 PM, Tue : 6:00 AM-11:00 PM, Wed : 6:00 AM-11:00 PM, Thu : 6:00 AM-11:00 PM, Fri : 6:00 AM-11:00 PM, Sat : 6:00 AM-11:00 PM, Sun : 6:00 AM-11:00 PM","Arby's, Channelview",TX,,102 South Sheldon Rd.,,77530
(281) 991-5554,Pasadena,,,7566,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-11:00 PM, Sat : 10:00 AM-11:00 PM, Sun : 10:00 AM-11:00 PM","Arby's, Pasadena",TX,,5471 Fairmont Pkwy,,77505
(602) 957-0135,Phoenix,,,219,United States,,,"Mon : 9:00 AM-12:00 AM, Tue : 9:00 AM-12:00 AM, Wed : 9:00 AM-12:00 AM, Thu : 9:00 AM-12:00 AM, Fri : 9:00 AM-12:00 AM, Sat : 9:00 AM-12:00 AM, Sun : 9:00 AM-10:00 PM","Arby's, Phoenix",AZ,,3826 E Thomas Rd,,85018
(602) 268-0910,Phoenix,,,404,United States,,,"Mon : 9:00 AM-11:00 PM, Tue : 9:00 AM-11:00 PM, Wed : 9:00 AM-11:00 PM, Thu : 9:00 AM-11:00 PM, Fri : 9:00 AM-11:00 PM, Sat : 9:00 AM-11:00 PM, Sun : 10:00 AM-11:00 PM","Arby's, Phoenix",AZ,,119 E Baseline Rd,,85040
(602) 841-8129,Phoenix,,,624,United States,,,"Mon : 9:00 AM-12:00 AM, Tue : 9:00 AM-12:00 AM, Wed : 9:00 AM-12:00 AM, Thu : 9:00 AM-12:00 AM, Fri : 9:00 AM-12:00 AM, Sat : 9:00 AM-12:00 AM, Sun : 10:00 AM-11:00 PM","Arby's, Phoenix",AZ,,6850 N 35 Ave,,85017
(480) 966-7085,Tempe,,,1031,United States,,,"Mon : 9:00 AM-11:00 PM, Tue : 9:00 AM-11:00 PM, Wed : 9:00 AM-11:00 PM, Thu : 9:00 AM-11:00 PM, Fri : 9:00 AM-12:00 AM, Sat : 9:00 AM-12:00 AM, Sun : 9:00 AM-10:00 PM","Arby's, Tempe",AZ,,525 W Broadway Rd,,85282
(210) 344-7573,San Antonio,,,5769,United States,,,"Mon : 10:00 AM-10:00 PM, Tue : 10:00 AM-10:00 PM, Wed : 10:00 AM-10:00 PM, Thu : 10:00 AM-10:00 PM, Fri : 10:00 AM-11:00 PM, Sat : 10:00 AM-11:00 PM, Sun : 10:00 AM-10:00 PM","Arby's, San Antonio",TX,,9501 San Pedro Ave,,78216
(210) 674-6465,Lackland Afb,,,8411,United States,,,"Mon : 8:00 AM-9:00 PM, Tue : 8:00 AM-9:00 PM, Wed : 8:00 AM-9:00 PM, Thu : 8:00 AM-9:00 PM, Fri : 8:00 AM-9:00 PM, Sat : 8:00 AM-9:00 PM, Sun : 8:00 AM-7:00 PM","Arby's, Lackland Afb",TX,,2180 Reese Street,,78236
(312) 345-1771,Chicago,,,8243,United States,,,"Mon : 7:00 AM-9:00 PM, Tue : 7:00 AM-9:00 PM, Wed : 7:00 AM-9:00 PM, Thu : 7:00 AM-9:00 PM, Fri : 7:00 AM-9:00 PM, Sat : 10:00 AM-6:00 PM, Sun : 10:00 AM-5:00 PM","Arby's, Chicago",IL,,5 N. Wells St,,60606
(619) 226-8174,San Diego,,,392,United States,,,"Mon : 10:00 AM-11:30 PM, Tue : 10:00 AM-11:30 PM, Wed : 10:00 AM-11:30 PM, Thu : 10:00 AM-11:30 PM, Fri : 10:00 AM-12:00 AM, Sat : 10:00 AM-12:00 AM, Sun : 10:00 AM-11:30 PM","Arby's, San Diego",CA,,3777 Midway Dr,,92110
(619) 282-9970,San Diego,,,5572,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:30 PM, Fri : 10:00 AM-11:30 PM, Sat : 10:00 AM-11:30 PM, Sun : 10:00 AM-11:00 PM","Arby's, San Diego",CA,,6225 Mission Gorge Rd,,92120
(732) 455-5795,Neptune,,,7652,United States,,,"Mon : 10:00 AM-10:00 PM, Tue : 10:00 AM-10:00 PM, Wed : 10:00 AM-10:00 PM, Thu : 10:00 AM-10:00 PM, Fri : 10:00 AM-10:00 PM, Sat : 10:00 AM-10:00 PM, Sun : 10:00 AM-10:00 PM","Arby's, Neptune",NJ,,3585 Route 66,,07753
(908) 850-5025,Hackettstown,,,7072,United States,,,"Mon : 10:00 AM-10:00 PM, Tue : 10:00 AM-10:00 PM, Wed : 10:00 AM-10:00 PM, Thu : 10:00 AM-10:00 PM, Fri : 10:00 AM-10:00 PM, Sat : 10:00 AM-10:00 PM, Sun : 10:00 AM-10:00 PM","Arby's, Hackettstown",NJ,,1855 Rte 57,,07840
(310) 530-9148,Torrance,,,5735,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-11:30 PM, Sat : 10:00 AM-11:30 PM, Sun : 10:00 AM-11:00 PM","Arby's, Torrance",CA,,1525 W Sepulveda Blvd,,90501
(310) 947-2751,Redondo Beach,,,433,United States,,,"Mon : 9:00 AM-10:00 PM, Tue : 9:00 AM-10:00 PM, Wed : 9:00 AM-10:00 PM, Thu : 9:00 AM-10:00 PM, Fri : 9:00 AM-10:00 PM, Sat : 9:00 AM-10:00 PM, Sun : 9:00 AM-10:00 PM","Arby's, Redondo Beach",CA,,1212 S Pacific Coast Hwy,,90277
(714) 994-0899,Buena Park,,,5755,United States,,,"Mon : 9:00 AM-11:00 PM, Tue : 9:00 AM-11:00 PM, Wed : 9:00 AM-11:00 PM, Thu : 9:00 AM-11:00 PM, Fri : 9:00 AM-11:00 PM, Sat : 9:00 AM-11:00 PM, Sun : 9:00 AM-11:00 PM","Arby's, Buena Park",CA,,6801 Beach Blvd,,90620
(856) 795-0032,Magnolia,,,8017,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-12:00 AM, Sat : 10:00 AM-12:00 AM, Sun : 10:00 AM-11:00 PM","Arby's, Magnolia",NJ,,804 White Horse Pike,,08049
(856) 401-7930,Deptford,,,7095,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-12:00 AM, Sat : 10:00 AM-12:00 AM, Sun : 10:00 AM-11:00 PM","Arby's, Deptford",NJ,,1335 Hurffville Rd,,08096
(856) 988-0434,Evesham,,,7830,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-11:00 PM, Sat : 10:00 AM-11:00 PM, Sun : 10:00 AM-11:00 PM","Arby's, Evesham",NJ,,220 N. Maple Ave,,08053
(856) 802-1210,Mount Laurel,,,7902,United States,,,"Mon : 10:00 AM-10:00 PM, Tue : 10:00 AM-10:00 PM, Wed : 10:00 AM-10:00 PM, Thu : 10:00 AM-10:00 PM, Fri : 10:00 AM-10:00 PM, Sat : 10:00 AM-10:00 PM, Sun : 10:00 AM-10:00 PM","Arby's, Mount Laurel",NJ,,72 Centerton Rd,,08054
(281) 444-1388,Houston,,,7887,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-12:00 AM, Sat : 10:00 AM-12:00 AM, Sun : 10:00 AM-11:00 PM","Arby's, Houston",TX,,4845 Fm 1960 West,,77069
(281) 265-3880,Sugar Land,,,7888,United States,Suite B,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-11:00 PM, Sat : 10:00 AM-11:00 PM, Sun : 10:00 AM-11:00 PM","Arby's, Sugar Land",TX,,1535 State Hwy 6,,77478
(281) 970-8885,Houston,,,7885,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-12:00 AM, Sat : 10:00 AM-12:00 AM, Sun : 10:00 AM-11:00 PM","Arby's, Houston",TX,,10107 Cypresswood Dr,,77070
(480) 941-0543,Scottsdale,,,1714,United States,,,"Mon : 9:00 AM-11:00 PM, Tue : 9:00 AM-11:00 PM, Wed : 9:00 AM-11:00 PM, Thu : 9:00 AM-11:00 PM, Fri : 9:00 AM-11:00 PM, Sat : 9:00 AM-11:00 PM, Sun : 9:00 AM-11:00 PM","Arby's, Scottsdale",AZ,,7350 E McDowell Rd,,85257
(623) 936-1253,Phoenix,,,8220,United States,,,"Mon : 9:00 AM-11:00 PM, Tue : 9:00 AM-11:00 PM, Wed : 9:00 AM-11:00 PM, Thu : 9:00 AM-11:00 PM, Fri : 9:00 AM-11:00 PM, Sat : 9:00 AM-11:00 PM, Sun : 10:00 AM-10:00 PM","Arby's, Phoenix",AZ,,7610 West Lower Buckeye Rd,,85043
(480) 212-3856,Tempe,,,279,United States,,,"Mon : 9:00 AM-11:00 PM, Tue : 9:00 AM-11:00 PM, Wed : 9:00 AM-11:00 PM, Thu : 9:00 AM-12:00 AM, Fri : 9:00 AM-12:00 AM, Sat : 9:00 AM-11:00 PM, Sun : 9:00 AM-10:00 PM","Arby's, Tempe",AZ,,1392 W Elliot Rd,,85283
(210) 673-6851,San Antonio,,,1112,United States,,,"Mon : 10:00 AM-10:00 PM, Tue : 10:00 AM-10:00 PM, Wed : 10:00 AM-10:00 PM, Thu : 10:00 AM-10:00 PM, Fri : 10:00 AM-10:00 PM, Sat : 10:00 AM-10:00 PM, Sun : 10:00 AM-10:00 PM","Arby's, San Antonio",TX,,6818 Military Dr W,,78227
(210) 691-8449,San Antonio,,,6597,United States,,,"Mon : 10:00 AM-10:00 PM, Tue : 10:00 AM-10:00 PM, Wed : 10:00 AM-10:00 PM, Thu : 10:00 AM-10:00 PM, Fri : 10:00 AM-11:00 PM, Sat : 10:00 AM-11:00 PM, Sun : 10:30 AM-10:00 PM","Arby's, San Antonio",TX,,9323 Wurzbach Rd,,78240
(210) 647-5818,San Antonio,,,5310,United States,,,"Mon : 10:00 AM-10:00 PM, Tue : 10:00 AM-10:00 PM, Wed : 10:00 AM-10:00 PM, Thu : 10:00 AM-10:00 PM, Fri : 10:00 AM-10:00 PM, Sat : 10:00 AM-10:00 PM, Sun : 10:00 AM-10:00 PM","Arby's, San Antonio",TX,,6799 Bandera Rd,,78238
(312) 419-8920,Chicago,,,7649,United States,,,"Mon : 8:00 AM-6:00 PM, Tue : 8:00 AM-6:00 PM, Wed : 8:00 AM-6:00 PM, Thu : 8:00 AM-6:00 PM, Fri : 8:00 AM-6:00 PM, Sat : None-None, Sun : None-None","Arby's, Chicago",IL,,100 W Randolph St,,60601
(312) 993-9600,Chicago,,,5327,United States,,,"Mon : 8:00 AM-10:00 PM, Tue : 8:00 AM-10:00 PM, Wed : 8:00 AM-10:00 PM, Thu : 8:00 AM-10:00 PM, Fri : 8:00 AM-10:00 PM, Sat : 10:00 AM-9:00 PM, Sun : 10:00 AM-7:00 PM","Arby's, Chicago",IL,,500 W Madison St,,60606
(773) 581-0170,Chicago,,,37,United States,,,Open 24 Hours,"Arby's, Chicago",IL,,7807 S Cicero Ave,,60652
(708) 354-1910,Countryside,,,493,United States,,,"Mon : 9:00 AM-11:00 PM, Tue : 9:00 AM-11:00 PM, Wed : 9:00 AM-11:00 PM, Thu : 9:00 AM-11:00 PM, Fri : 9:00 AM-12:00 AM, Sat : 9:00 AM-12:00 AM, Sun : 9:00 AM-11:00 PM","Arby's, Countryside",IL,,5656 S La Grange Rd,,60525
(858) 292-1174,San Diego,,,1009,United States,,,"Mon : 9:00 AM-11:30 PM, Tue : 9:00 AM-11:30 PM, Wed : 9:00 AM-11:30 PM, Thu : 9:00 AM-11:30 PM, Fri : 9:00 AM-12:00 AM, Sat : 9:00 AM-12:00 AM, Sun : 9:00 AM-11:30 PM","Arby's, San Diego",CA,,7110 Clairemont Mesa Blvd,,92111
(619) 482-0265,Chula Vista,,,7057,United States,,,"Mon : 9:00 AM-11:30 PM, Tue : 9:00 AM-11:30 PM, Wed : 9:00 AM-11:30 PM, Thu : 9:00 AM-11:30 PM, Fri : 9:00 AM-12:00 AM, Sat : 9:00 AM-12:00 AM, Sun : 9:00 AM-11:30 PM","Arby's, Chula Vista",CA,,2244 Otay Lakes Rd,,91915
(619) 440-0331,El Cajon,,,5939,United States,,,"Mon : 10:00 AM-9:00 PM, Tue : 10:00 AM-9:00 PM, Wed : 10:00 AM-9:00 PM, Thu : 10:00 AM-9:00 PM, Fri : 10:00 AM-9:00 PM, Sat : 10:00 AM-9:00 PM, Sun : 11:00 AM-7:00 PM","Arby's, El Cajon",CA,,709 Parkway Plaza,,92020
(619) 579-5162,El Cajon,,,231,United States,,,"Mon : 9:30 AM-11:00 PM, Tue : 9:30 AM-11:00 PM, Wed : 9:30 AM-11:00 PM, Thu : 9:30 AM-11:00 PM, Fri : 9:30 AM-12:00 AM, Sat : 9:30 AM-12:00 AM, Sun : 9:30 AM-11:00 PM","Arby's, El Cajon",CA,,325 N 2nd St,,92021
(813) 343-0568,Reseda,,,398,United States,,,"Mon : 9:30 AM-11:00 PM, Tue : 9:30 AM-11:00 PM, Wed : 9:30 AM-11:00 PM, Thu : 9:30 AM-11:00 PM, Fri : 9:30 AM-11:00 PM, Sat : 9:30 AM-11:00 PM, Sun : 9:30 AM-11:00 PM","Arby's, Reseda",CA,,6850 Reseda Blvd,,91335
(215) 281-9597,Philadelphia,,,6983,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-12:00 AM, Sat : 10:00 AM-12:00 AM, Sun : 10:00 AM-10:00 PM","Arby's, Philadelphia",PA,,577 Franklin Mills Blvd,,19154
(609) 871-9522,Willingboro,,,1527,United States,,,"Mon : 9:30 AM-10:00 PM, Tue : 9:30 AM-10:00 PM, Wed : 9:30 AM-10:00 PM, Thu : 9:30 AM-10:00 PM, Fri : 9:30 AM-10:00 PM, Sat : 9:30 AM-10:00 PM, Sun : 9:30 AM-10:00 PM","Arby's, Willingboro",NJ,,4208 Us Route 130,,08046
(281) 812-4247,Humble,,,6918,United States,,,"Mon : 10:00 AM-10:00 PM, Tue : 10:00 AM-10:00 PM, Wed : 10:00 AM-10:00 PM, Thu : 10:00 AM-10:00 PM, Fri : 10:00 AM-10:00 PM, Sat : 10:00 AM-10:00 PM, Sun : 10:00 AM-10:00 PM","Arby's, Humble",TX,,5780 Fm 1960 E,,77346
(281) 829-1666,Katy,,,7514,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-12:00 AM, Sat : 10:00 AM-12:00 AM, Sun : 10:00 AM-11:00 PM","Arby's, Katy",TX,,1235 N. Fry Rd,,77449
(623) 877-3550,Glendale,,,8362,United States,,,"Mon : 9:00 AM-11:00 PM, Tue : 9:00 AM-11:00 PM, Wed : 9:00 AM-11:00 PM, Thu : 9:00 AM-11:00 PM, Fri : 9:00 AM-11:00 PM, Sat : 9:00 AM-11:00 PM, Sun : 10:00 AM-10:00 PM","Arby's, Glendale",AZ,,8282 West Camelback Rd,,85303
(623) 412-1416,Glendale,,,6043,United States,,,"Mon : 9:00 AM-10:30 PM, Tue : 9:00 AM-10:30 PM, Wed : 9:00 AM-10:30 PM, Thu : 9:00 AM-10:30 PM, Fri : 9:00 AM-10:30 PM, Sat : 9:00 AM-10:30 PM, Sun : 10:00 AM-10:00 PM","Arby's, Glendale",AZ,,5760 W Peoria Ave,,85304
(602) 996-0663,Phoenix,,,1274,United States,,,"Mon : 7:00 AM-11:00 PM, Tue : 7:00 AM-11:00 PM, Wed : 7:00 AM-11:00 PM, Thu : 7:00 AM-11:00 PM, Fri : 7:00 AM-12:00 AM, Sat : 7:00 AM-12:00 AM, Sun : 7:00 AM-11:00 PM","Arby's, Phoenix",AZ,,12440 N Tatum Blvd,,85032
(480) 962-3775,Mesa,,,7974,United States,,,"Mon : 9:00 AM-11:00 PM, Tue : 9:00 AM-11:00 PM, Wed : 9:00 AM-11:00 PM, Thu : 9:00 AM-11:00 PM, Fri : 9:00 AM-11:00 PM, Sat : 9:00 AM-11:00 PM, Sun : 10:00 AM-11:00 PM","Arby's, Mesa",AZ,,953 North Dobson,,85201
(210) 655-1503,San Antonio,,,1980,United States,,,"Mon : 10:00 AM-10:00 PM, Tue : 10:00 AM-10:00 PM, Wed : 10:00 AM-10:00 PM, Thu : 10:00 AM-10:00 PM, Fri : 10:00 AM-11:00 PM, Sat : 10:00 AM-11:00 PM, Sun : 10:00 AM-10:00 PM","Arby's, San Antonio",TX,,14103 Nacogdoches Rd,,78247
(210) 595-6835,San Antonio,,,7983,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-12:00 AM, Sat : 10:00 AM-12:00 AM, Sun : 11:00 AM-11:00 PM","Arby's, San Antonio",TX,,9257 North Loop 1604 W.,,78249
(210) 688-0919,San Antonio,,,8266,United States,,,"Mon : 10:00 AM-10:00 PM, Tue : 10:00 AM-10:00 PM, Wed : 10:00 AM-10:00 PM, Thu : 10:00 AM-10:00 PM, Fri : 10:00 AM-11:00 PM, Sat : 10:00 AM-11:00 PM, Sun : 10:00 AM-10:00 PM","Arby's, San Antonio",TX,,11043 West Fm 471,,78253
(210) 659-2111,Universal City,,,1103,United States,,,"Mon : 10:00 AM-10:00 PM, Tue : 10:00 AM-10:00 PM, Wed : 10:00 AM-10:00 PM, Thu : 10:00 AM-10:00 PM, Fri : 10:00 AM-10:00 PM, Sat : 10:00 AM-10:00 PM, Sun : 10:00 AM-10:00 PM","Arby's, Universal City",TX,,905 Pat Booker Rd,,78148
(214) 363-9836,Dallas,,,5711,United States,,,"Mon : 10:00 AM-12:00 AM, Tue : 10:00 AM-12:00 AM, Wed : 10:00 AM-12:00 AM, Thu : 10:00 AM-12:00 AM, Fri : 10:00 AM-12:00 AM, Sat : 10:00 AM-12:00 AM, Sun : 10:00 AM-12:00 AM","Arby's, Dallas",TX,,6363 Greenville Ave,,75206
(708) 636-2919,Oak Lawn,,,1054,United States,,,"Mon : 10:00 AM-11:00 PM, Tue : 10:00 AM-11:00 PM, Wed : 10:00 AM-11:00 PM, Thu : 10:00 AM-11:00 PM, Fri : 10:00 AM-12:00 AM, Sat : 10:00 AM-12:00 AM, Sun : 10:00 AM-11:00 PM","Arby's, Oak Lawn",IL,,11017 S Cicero Ave,,60453
