phone_number,city,distributor_name,store_type,store_number,country,address2,longitude,store_hours,store_name,state,other_fields,address,latitude,zip_code
928-776-0499,PRESCOTT VALLEY,,,,US,PRESCOTT VALLEY CROSSROADS,-112.362517410759,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",PRESCOTT,AZ,,5715 E. STATE ROUTE 69,34.5751499918336,86314
480-212-0260,PHOENIX,,,,US,E MAYO BLVD,-111.931099,,NORTH SCOTTSDALE,AZ,,7000 E MAYO BLVD,33.658025,85054
623-434-3388,PHOENIX,,,,US,THE SHOPS AT NORTERRA,-112.11,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",DEER VALLEY,AZ,,2350 WEST HAPPY VALLEY ROAD,33.7147,85085
623-334-8366,GLENDALE,,,,US,ARROWHEAD TOWNE CENTER,-112.224,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",GLENDALE,AZ,,7680 WEST ARROWHEAD TOWNE CENTER,33.6426,85308
480-240-4409,SCOTTSDALE,,,,US,SCOTTSDALE FASHION CENTER,-111.927584,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",SCOTTSDALE (FASHION SQUARE),AZ,,"7014 E CAMELBACK ROAD, SUITE ANC 03",33.504507,85251
480-899-3993,GILBERT,,,,US,SAN TAN VILLAGE,-111.745,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",GILBERT,AZ,,2269 SAN TAN VILLAGE PARKWAY,33.309,85295
410-200-9560,EASTON,,,,US,WATERSIDE VILLAGE AT EASTON,-76.0846,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",EASTON,MD,,28564 MARLBORO AVENUE,38.7842,21601
856-776-7630,VINELAND,,,,US,CUMBERLAND MALL,-75.038,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",VINELAND,NJ,,"3849 S DELSEA DRIVE, SPACE G0000",39.43,08360
410-219-1136,SALISBURY,,,,US,THE CENTRE AT SALISBURY,-75.5654,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",SALISBURY,MD,,2300 N. SALISBURY BLVD.,38.3976,21801
302-738-8322,NEWARK,,,,US,CHRISTIANA CENTER,-75.6525,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",CHRISTIANA,DE,,100 CENTER DRIVE,39.6744,19702
609-407-1711,MAYS LANDING,,,,US,WRANGLEBOROUGH CONSUMER SQUARE,-74.6295,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",ATLANTIC CITY,NJ,,210 CONSUMER SQUARE,39.4509,08330
302-477-9577,WILMINGTON,,,,US,BRANDYWINE TOWNE CENTER,-75.5406,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",BRANDYWINE,DE,,1000 BRANDYWINE PARKWAY,39.8312,19803
410-933-0134,BALTIMORE,,,,US,NOTTINGHAM SQUARE,-76.4527,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",WHITE MARSH,MD,,5220 CAMPBELL BLVD.,39.3718,21236
410-638-7404,BEL AIR,,,,US,MACPHAIL CROSSING EAST,-76.3463,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",BEL AIR,MD,,540 WEST MACPHAIL ROAD,39.5238,21014
856-384-8533,DEPTFORD,,,,US,DEPTFORD,-75.1026,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",DEPTFORD,NJ,,399 ALMONESSON ROAD,39.8301,08096
480-592-0938,TEMPE,,,,US,EMERALD CENTER,-111.971,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",TEMPE,AZ,,8550 SOUTH EMERALD DRIVE,33.3368,85284
520-742-0792,ORO VALLEY,,,,US,ORO VALLEY MARKETPLACE,-110.938,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",ORO VALLEY,AZ,,11935 NORTH ORACLE ROAD,32.4227,85737
520-203-0016,TUCSON,,,,US,WILMOT PLAZA,-110.856347,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",TUCSON,AZ,,6327 E. BROADWAY BLVD,32.222244,85710
435-673-4261,ST. GEORGE,,,,US,RED ROCKS COMMONS,-113.553,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",ST. GEORGE,UT,,"15 SOUTH RIVER RD, SUITE 240",37.1074,84790
719-264-1810,COLORADO SPRINGS,,,,US,CHAPEL HILLS MALL,-104.796,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",COLORADO SPRINGS,CO,,1710 BRIAR GATE BLVD,38.9468,80920
719-638-3400,COLORADO SPRINGS,,,,US,FIRST AND MAIN TOWER CENTER,-104.717,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",COLORADO SPRINGS,CO,,3133 CINEMA POINT,38.8793,80922
720-981-0618,LITTLETON,,,,US,SOUTHWEST PLAZA,-105.095,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",LITTLETON,CO,,8501 WEST BOWLES AVENUE,39.6131,80123
720-479-0600,LITTLETON,,,,US,PARK MEADOWS MALL,-104.876,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",LITTLETON,CO,,8435 PARK MEADOWS CENTER DRIVE,39.5634,80124
,LAKEWOOD,,,,US,COLORADO MILLS MALL,-105.161213,,DENVER WEST (LAKEWOOD),CO,,14500 W COLFAX AVENUE,39.730224,80401
303-600-2600,LAKEWOOD,,,,US,BELMAR CENTER,-105.078,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",LAKEWOOD,CO,,7313 WEST ALASKA DRIVE,39.7097,80226
303-617-7930,AURORA,,,,US,CORNERSTAR,-104.809,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",SOUTH AURORA,CO,,"15400 EAST BRIARWOOD CIRCLE, UNIT A",39.5929,80016
303-755-0410,AURORA,,,,US,Gardens on Havana,-104.863,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",AURORA,CO,,1200 S. IRONTON STREET,39.6944,80012
,PUEBLO,,,,US,PUEBLO CROSSING,-104.62359,,PUEBLO,CO,,5945 N ELIZABETH STREET,38.33413,81008
720-887-0900,BROOMFIELD,,,,US,FLATIRON CROSSING,-105.133,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",BROOMFIELD,CO,,31 WEST FLATIRON CROSSING DRIVE,39.9339,80021
205-564-2648,ALABASTER,,,,US,COLONIAL PROMENADE ALABASTER,-86.804886,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",ALABASTER,AL,,200 S. COLONIAL DRIVE,33.225937,35007
205-909-1400,HOOVER,,,,US,PATTON CREEK,-86.8179,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",HOOVER,AL,,4401 CREEKSIDE AVENUE,33.3745,35244
205-981-1320,BIRMINGHAM,,,,US,BROOK HIGHLAND PLAZA,-86.6857,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",BIRMINGHAM,AL,,5201 HIGHWAY 280 SOUTH,33.4191,35242
334-277-8180,MONTGOMERY,,,,US,EAST CHASE,-86.1542,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",MONTGOMERY,AL,,7861 EASTCHASE PARKWAY,32.3631,36117
205-535-3006,TUSCALOOSA,,,,US,SHOPPES AT LEGACY PARK,-87.527396,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",TUSCALOOSA,AL,,"1320 MCFARLAND BLVD E, BLDG 400, SUITE 410",33.198974,35404
334-749-8123,OPELIKA,,,,US,TIGER TOWN,-85.4103,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",OPELIKA,AL,,2718 ENTERPRISE DRIVE,32.6162,36801
256-831-7739,OXFORD,,,,US,OXFORD EXCHANGE,-85.7801,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",OXFORD,AL,,1500 OXFORD EXCHANGE,33.6093,36203
256-841-3534,CULLMAN,,,,US,CULLMAN SHOPPING CENTER,-86.848964,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",CULLLMAN,AL,,1106 CULLMAN SHOPPING CENTER NW,34.181521,35055
662-570-1025,COLUMBUS,,,,US,UNIVERSITY MALL,-88.437977144003,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",COLUMBUS,MS,,2041 US 45,33.524686566234,39705
706-320-0179,COLUMBUS PARK,,,,US,COLUMBUS PARK CROSSING,-84.9443,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",COLUMBUS PARK,GA,,5550 WHITTLESEY BLVD.,32.5436,31909
501-336-0700,CONWAY,,,,US,CONWAY COMMONS,-92.4143,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",CONWAY,AR,,620 ELSINGER BOULEVARD,35.068,72032
501-624-0200,HOT SPRINGS,,,,US,FAIRGROUND CROSSING,-93.0723,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",HOT SPRINGS,AR,,1420 HIGDON FERRY ROAD,34.4696,71913
479-646-8900,FORT SMITH,,,,US,FORT SMITH PAVILION,-94.3906,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",FORT SMITH,AR,,3825 PHOENIX AVENUE,35.3401,72903
901-737-2216,MEMPHIS,,,,US,CENTENNIAL COMMONS,-89.8045,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",MEMPHIS,TN,,766 POLO GROUNDS BLVD,35.052,38125
901-386-5302,CORDOVA,,,,US,COUNTRYWOOD CROSSINGS,-89.7962,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",WOLFCHASE,TN,,2393 N. GERMANTOWN PARKWAY,35.1907,38016
662-281-5814,OXFORD,,,,US,OXFORD GALLERIA II,-89.569,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",OXFORD,MS,,300 MERCHANTS DRIVE,34.363,38655
318-410-1156,MONROE,,,,US,PECANLAND MALL,-92.0606,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",MONROE,LA,,"4700 MILLHAVEN ROAD, SUITE 1566",32.498,71203
918-913-3855,MUSKOGEE,,,,US,THREE RIVERS PLAZA,-95.37212,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",MUSKOGEE,OK,,701 WEST SHAWNEE AVENUE (HWY 62),35.76826,74401
318-797-9110,SHREVEPORT,,,,US,KINGS CROSSING,-93.7121,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",SHREVEPORT,LA,,7543 YOUREE DRIVE,32.4366,71105
918-355-3310,BROKEN ARROW,,,,US,SHOPS AT BROKEN ARROW,-95.7729,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",BROKEN ARROW,OK,,1620 E. HILLSIDE DRIVE,36.0675,74012
559-322-4628,CLOVIS,,,,US,CLOVIS SHOPPING CENTRE,-119.694,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",CLOVIS,CA,,1225 HERNDON AVENUE,36.8396,93612
559-367-0252,FRESNO,,,,US,BLACKSTONE,-119.786508,,FRESNO,CA,,7572 NORTH BLACKSTONE AVENUE,36.846684,93720
559-271-2701,FRESNO,,,,US,ARBOR FAIRE,-119.853,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",FRESNO,CA,,3380 WEST SHAW AVENUE,36.81,93711
559-636-0633,VISALIA,,,,US,GATEWAY PLAZA,-119.316,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",VISALIA,CA,,3637 S. MOONEY BLVD.,36.2975,93277
209-216-4385,TURLOCK,,,,US,MONTE VISTA CROSSINGS,-120.881,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",TURLOCK,CA,,2711 COUNTRYSIDE DRIVE,37.5151,95380
209-578-1215,MODESTO,,,,US,VINTAGE FAIRE MALL,-121.053,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",MODESTO,CA,,3401 DALE ROAD,37.6879,95356
209-992-5745,STOCKTON,,,,US,SHERWOOD MALL,-121.31191689011,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",STOCKTON,CA,,5354 PACIFIC AVE,37.999154073813,95207
209-368-2328,LODI,,,,US,REYNOLDS RANCH,-121.261,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",LODI,CA,,2760 REYNOLDS RANCH PARKWAY,38.099,95240
408-763-4779,MORGAN HILL,,,,US,COCHRANE COMMONS,-121.653,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",MORGAN HILL,CA,,1007 COCHRANE ROAD,37.155,95037
831-751-9019,SALINAS,,,,US,WESTRIDGE CENTER,-121.669,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",SALINAS,CA,,1223 N. DAVIS ROAD,36.7006,93907
352-200-5716,BROOKSVILLE,,,,US,CORTEZ COMMONS,-82.514107,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",SPRING HILL,FL,,12936 CORTEZ BLVD,28.531397,34613
813-991-1618,WESLEY CHAPEL,,,,US,WESLEY CHAPEL,-82.3528,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",WESLEY CHAPEL,FL,,5925 WESLEY GROVE BLVD,28.2439,33544
813-920-5700,TAMPA,,,,US,WESTFIELD CITRUS PARK,-82.5783,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",CITRUS PARK,FL,,8100 CITRUS PARK TOWN CENTER,28.0694,33625
727-791-8580,CLEARWATER,,,,US,COUNTRYSIDE CENTER,-82.7344,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",CLEARWATER,FL,,26583 HWY 19 NORTH,28.0137,33761
813-422-5132,TAMPA,,,,US,WESTSHORE PLAZA,-82.529415,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",TAMPA,FL,,258 WESTSHORE PLAZA,27.946727,33609
813-684-3100,BRANDON,,,,US,BRANDON TOWN CENTER,-82.3274,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",BRANDON,FL,,901 BRANDON TOWNE CENTER MALL,27.9328,33511
863-248-1200,LAKELAND,,,,US,LAKELAND PARK CENTER,-81.970709,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",LAKELAND,FL,,"919 LAKELAND PARK CENTER DR., SUITE 300",28.090304,33809
352-404-5354,CLERMONT,,,,US,SANDHILLS COMMONS,-81.7333477861072,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",CLERMONT,FL,,1325 SANDY GROVE AVENUE,28.5438898933795,34711
352-237-7672,OCALA,,,,US,MARKET STREET AT HEATHBROOK,-82.1911,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",OCALA,FL,,"4414 SW COLLEGE ROAD, SUITE 1800",29.1423,34474
863-424-4444,DAVENPORT,,,,US,POSNER TOWN CENTER,-81.645,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",DAVENPORT,FL,,1300 POSNER BLVD,28.2266,33837
478-477-6777,MACON,,,,US,THE SHOPPES AT RIVER CROSSING,-83.7128,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",NORTH MACON,GA,,5080 RIVERSIDE DRIVE,32.9243,31210
770-957-4336,MCDONOUGH,,,,US,SOUTHPOINT,-84.218,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",MCDONOUGH,GA,,1855 JONESBORO ROAD,33.4632,30253
678-817-0676,FAYETTEVILLE,,,,US,FAYETTE PAVILION,-84.4473,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",FAYETTEVILLE,GA,,305 A PAVILLION PARKWAY,33.482,30214
770-466-1333,LOGANVILLE,,,,US,NORTH LOGAN COMMONS,-83.9089,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",LOGANVILLE,GA,,4040 ATLANTA HIGHWAY,33.848,30052
706-227-4077,ATHENS,,,,US,EPPS BRIDGE CENTER,-83.452745,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",ATHENS,GA,,"1791 OCONEE CONNECTOR, SUITE 120",33.914978,30606
706-320-0179,COLUMBUS PARK,,,,US,COLUMBUS PARK CROSSING,-84.9443,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",COLUMBUS PARK,GA,,5550 WHITTLESEY BLVD.,32.5436,31909
770-253-1501,NEWNAN,,,,US,THE VILLAGE AT NEWNAN CROSSING,-84.7638,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",NEWNAN,GA,,382 NEWNAN CROSSING BYPASS,33.3871,30265
706-733-1199,AUGUSTA,,,,US,AUGUSTA MALL,-82.0807,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",AUGUSTA,GA,,3450 WRIGHTSBORO ROAD,33.4649,30909
404-267-0200,ATLANTA,,,,US,LENOX MARKETPLACE,-84.3599,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",LENOX,GA,,3535 PEACHTREE ROAD,33.8529,30326
770-613-0077,NORCROSS,,,,US,PEACHTREE SQUARE,-84.2319,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",NORCROSS,GA,,"6050 PEACHTREE PARKWAY, SUITE 450",33.9531,30092
317-956-1400,INDIANAPOLIS,,,,US,TRADER'S POINT,-86.2674,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",INDIANAPOLIS,IN,,6030 WEST 86TH STREET,39.9126,46278
317-818-3467,CARMEL,,,,US,CLAY TERRACE,-86.1312,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",CARMEL,IN,,14350 CLAY TERRACE BLVD.,39.9963,46032
317-271-7850,AVON,,,,US,AVON COMMONS,-86.339,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",AVON,IN,,10375 EAST US HIGHWAY 36,39.7605,46123
317-576-0300,INDIANAPOLIS,,,,US,CASTLETON SQUARE MALL,-86.0632,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",CASTLETON,IN,,6020 E 82ND STREET,39.9096,46250
317-839-4803,PLAINFIELD,,,,US,THE SHOPS AT PERRY CROSSING,-86.3575,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",PLAINFIELD,IN,,338 CITY CENTER CIRCLE,39.7125,46168
317-890-8802,WASHINGTON,,,,US,WASHINGTON SQUARE,-85.9847,"12/24/2016 7:00am - 6:00pm,12/25/2016 Closed,12/31/2016 9:00am - 7:00pm,1/1/2017 9:00am - 7:00pm",WASHINGTON,IN,,10202 E WASHINGTON STREET,39.7784,46229
