phone_number,city,distributor_name,store_type,store_number,country,address2,longitude,store_hours,store_name,state,other_fields,address,latitude,zip_code
(506) 622-2098,Miramichi,,,292,United States,,-65.5667864,"monday 7:00 a.m. to 10:00 p.m., tuesday 7:00 a.m. to 10:00 p.m., wednesday 7:00 a.m. to 10:00 p.m., thursday 7:00 a.m. to 10:00 p.m., friday 7:00 a.m. to 10:00 p.m., saturday 7:00 a.m. to 10:00 p.m., sunday Noon to 5:00 p.m.",Sobeys - Newcastle,,,273 Pleasant St,47.0005793,
(403) 320-5154,Lethbridge,,,5445,United States,,-112.8103361,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 7:00 a.m. to 11:00 p.m.",Sobeys - Uplands,,,327 Bluefox Blvd. N.,49.7277748,
(403) 273-9339,Calgary,,,1713,United States,,-113.9606061,"monday 7:00 a.m. to Midnight, tuesday 7:00 a.m. to Midnight, wednesday 7:00 a.m. to Midnight, thursday 7:00 a.m. to Midnight, friday 7:00 a.m. to Midnight, saturday 7:00 a.m. to Midnight, sunday 7:00 a.m. to Midnight",Sobeys - Forest Lawn,,,5115 - 17 Avenue S.E.,51.0376045,
(780) 417-0419,Sherwood Park,,,3098,United States,,-113.2657933,"monday 8:00 a.m. to 10:00 p.m., tuesday 8:00 a.m. to 10:00 p.m., wednesday 8:00 a.m. to 10:00 p.m., thursday 8:00 a.m. to 10:00 p.m., friday 8:00 a.m. to 10:00 p.m., saturday 8:00 a.m. to 10:00 p.m., sunday 8:00 a.m. to 10:00 p.m.",Sobeys - Lakeland Ridge,,,100-590 Lakeland Ridge,53.5413179,
(902) 755-1830,Stellarton,,,100,United States,,-62.6609521,"monday 7:00 a.m. to 9:00 p.m., tuesday 7:00 a.m. to 9:00 p.m., wednesday 7:00 a.m. to 9:00 p.m., thursday 7:00 a.m. to 9:00 p.m., friday 7:00 a.m. to 9:00 p.m., saturday 7:00 a.m. to 9:00 p.m., sunday 9:00 a.m. to 8:00 p.m.",Sobeys - Stellarton,,,293 Foord St,45.55523,
"(902) 752-1066 , (902) 755-6195",New Glasgow,,,370,United States,,-62.640156,"monday 7:00 a.m. to 10:00 p.m., tuesday 7:00 a.m. to 10:00 p.m., wednesday 7:00 a.m. to 10:00 p.m., thursday 7:00 a.m. to 10:00 p.m., friday 7:00 a.m. to 10:00 p.m., saturday 7:00 a.m. to 10:00 p.m., sunday 9:00 a.m. to 8:00 p.m.",Sobeys - Aberdeen Mall,,,610 East River Rd (Aberdeen),45.577611,
(204) 727-3443,Brandon,,,5109,United States,,-99.9867871,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 9:00 a.m. to 6:00 p.m.",Sobeys - West End,,,3409 Victoria Avenue (Victoria &34 Street),49.8431194,
(780) 430-9809,Edmonton,,,5095,United States,,-113.5162766,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 7:00 a.m. to 11:00 p.m.",Sobeys - Southbrook,,,1109 James Mowatt Trail,53.4209793,
(506) 858-8283,Moncton,,,348,United States,,-64.8306419,"monday 24 Hours, tuesday 24 Hours, wednesday 24 Hours, thursday 24 Hours, friday 24 Hours, saturday Closing at Midnight, sunday 7:00 a.m. to 24 Hours",Sobeys - Mountain Road,,,1380 Mountain Rd (North West Centre),46.1096505,
(905) 764-3770,Thornhill,,,659,United States,,-79.4368684,"monday 7:00 a.m. to 10:00 p.m., tuesday 7:00 a.m. to 10:00 p.m., wednesday 7:00 a.m. to 10:00 p.m., thursday 7:00 a.m. to 10:00 p.m., friday 7:00 a.m. to 10:00 p.m., saturday 8:00 a.m. to 10:00 p.m., sunday 8:00 a.m. to 10:00 p.m.",Sobeys - Clark & Hilda,,,441 Clark Ave W,43.8053494,
(902) 463-2910,Dartmouth,,,806,United States,,-63.5810979,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 8:00 a.m. to 9:00 p.m.",Sobeys - Wyse Rd.,,,210 Wyse Rd.,44.6719666,
(306) 546-5881,Regina,,,5472,United States,,-104.6432497,"monday 07:00 a.m. to 11:00 p.m., tuesday 07:00 a.m. to 11:00 p.m., wednesday 07:00 a.m. to 11:00 p.m., thursday 07:00 a.m. to 11:00 p.m., friday 07:00 a.m. to 11:00 p.m., saturday 07:00 a.m. to 11:00 p.m., sunday 07:00 a.m. to 11:00 p.m.",Sobeys - Rochdale,,,4101 Rochdale Blvd,50.4967779,
(780) 485-6622,Edmonton,,,3143,United States,,-113.4227055,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 7:00 a.m. to 11:00 p.m.",Sobeys - Millwoods Common,,,5011 - 23 Avenue NW,53.4541125,
(204) 334-1211,Winnipeg,,,5141,United States,,-97.0900112,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 9:00 a.m. to 6:00 p.m.",Sobeys - Rivergrove,,,2575 Main Street &Red River Blvd,49.9593789,
204-586-7819,Winnipeg,,,5557,United States,,-97.160018,"monday 7:00 a.m. to 6:00 p.m., tuesday 7:00 a.m. to 6:00 p.m., wednesday 7:00 a.m. to 6:00 p.m., thursday 7:00 a.m. to 6:00 p.m., friday 7:00 a.m. to 6:00 p.m., saturday 7:00 a.m. to 6:00 p.m., sunday 10:00 a.m. to 6:00 p.m.",Sobeys - Winnipeg Cash &Carry,,,840 Dufferin Ave,49.916436,
(613) 475-0200,Brighton,,,832,United States,,-77.7375539,"monday 8:00 a.m. to 9:00 p.m., tuesday 8:00 a.m. to 9:00 p.m., wednesday 8:00 a.m. to 9:00 p.m., thursday 8:00 a.m. to 9:00 p.m., friday 8:00 a.m. to 9:00 p.m., saturday 8:00 a.m. to 8:00 p.m., sunday 8:00 a.m. to 8:00 p.m.",Sobeys - Brighton,,,"14 Main St, Box 670",44.0421832,
(705) 746-7511,Parry Sound,,,4732,United States,,-80.008052,"monday 8:00 a.m. to 10:00 p.m., tuesday 8:00 a.m. to 10:00 p.m., wednesday 8:00 a.m. to 10:00 p.m., thursday 8:00 a.m. to 10:00 p.m., friday 8:00 a.m. to 10:00 p.m., saturday 8:00 a.m. to 10:00 p.m., sunday 8:00 a.m. to 10:00 p.m.",Sobeys - Parry Sound,,,25 Pine Drive,45.3437331,
(306) 651-1800,Saskatoon,,,5069,United States,,-106.5894093,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 7:00 a.m. to 11:00 p.m.",Sobeys - College Park (Sask),,,3907 - 8th Street East,52.1148739,
(204) 668-1508,East St. Paul,,,5079,United States,,-97.0065422,"monday 7:00 a.m. to 10:00 p.m., tuesday 7:00 a.m. to 10:00 p.m., wednesday 7:00 a.m. to 10:00 p.m., thursday 7:00 a.m. to 10:00 p.m., friday 7:00 a.m. to 10:00 p.m., saturday 7:00 a.m. to 10:00 p.m., sunday 9:00 a.m. to 6:00 p.m.",Sobeys - Birds Hill,,,3156 Birds Hill Rd.,49.9749934,
(403) 257-4343,Calgary,,,1141,United States,,-113.9600406,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 7:00 a.m. to 11:00 p.m.",Sobeys - McKenzie Towne,,,#20 McKenzie Towne Avenue SE,50.9164818,
204-677-2330,Thompson,,,5559,United States,,-97.828245,"monday Permanantly Closed, tuesday Permanantly Closed, wednesday Permanantly Closed, thursday Permanantly Closed, friday Permanantly Closed, saturday Permanantly Closed, sunday Permanantly Closed",Sobeys - Thompson Distribution Centre,,,208 Station Road,55.740929,
"(902) 826-1046 , (902) 826-3180",Upper Tantallon,,,684,United States,,-63.83054,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 9:00 a.m. to 9:00 p.m.",Sobeys Extra – Tantallon,,,3650 Hammonds Plains Rd,44.7002,
780-489-5244,Edmonton,,,3194,United States,,-113.669901,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 7:00 a.m. to 11:00 p.m.",Sobeys - Lewis Estates,,,1030 Webber Greens Drive NW,53.523628,
"(709) 466-2396 , (709) 466-2575",Clarenville,,,552,United States,,-53.9711391,"monday 8:00 a.m. to 10:00 p.m., tuesday 8:00 a.m. to 10:00 p.m., wednesday 8:00 a.m. to 10:00 p.m., thursday 8:00 a.m. to 10:00 p.m., friday 8:00 a.m. to 10:00 p.m., saturday 8:00 a.m. to 10:00 p.m., sunday 10:00 a.m. to 6:00 p.m.",Sobeys - Clarenville,,,"69 Manitoba Drive, Suite 101",48.1629606,
(902) 562-5110,Sydney River,,,630,United States,,-60.224512,"monday 7:00 a.m. to 10:00 p.m., tuesday 7:00 a.m. to 10:00 p.m., wednesday 7:00 a.m. to 10:00 p.m., thursday 7:00 a.m. to 10:00 p.m., friday 7:00 a.m. to 10:00 p.m., saturday 7:00 a.m. to 10:00 p.m., sunday 9:00 a.m. to 8:00 p.m.",Sobeys - Sydney River,,,45 Keltic Drive,46.1106079,
(905) 435-0780,Whitby,,,851,United States,,-78.9120607,"monday Open 24 hours, tuesday Open 24 hours, wednesday Open 24 hours, thursday Open 24 hours, friday Open 24 hours, saturday Open 24 hours, sunday Open 24 hours",Sobeys - Whitby,,,1615 Dundas Street East,43.8865575,
(905) 680-8563,St. Catharines,,,929,United States,,-79.2149279,"monday 6:00 a.m. to 12:00 a.m., tuesday 6:00 a.m. to 12:00 a.m., wednesday 6:00 a.m. to 12:00 a.m., thursday 6:00 a.m. to 12:00 a.m., friday 6:00 a.m. to 12:00 a.m., saturday 6:00 a.m. to 12:00 a.m., sunday 6:00 a.m. to 12:00 a.m.",Sobeys - Glendale,,,343 Glendale Ave,43.1354532,
,,,,99999,United States,,-78.910675,"monday 12:00 a.m. to 12:00 p.m., tuesday 12:00 a.m. to 12:00 p.m., wednesday 12:00 a.m. to 12:00 p.m., thursday 12:00 a.m. to 12:00 p.m., friday 12:00 a.m. to 12:00 p.m., saturday 8:00 a.m. to 9:00 p.m., sunday 8:00 a.m. to 6:00 p.m.",Test Preview ON,,,,43.592794,
"204-254-8192 , 204-254-8708",Winnipeg,,,5499,United States,,-97.039718,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 9:00 a.m. to 6:00 p.m.",Sobeys - Sage Creek,,,600 – 50 Sage Creek Blvd.,49.833521,
(902) 755-9777,New Glasgow,,,652,United States,,-62.6486476,"monday Open at 7:00 a.m., tuesday Open 24 Hours, wednesday Open 24 Hours, thursday Open 24 Hours, friday Open 24 Hours, saturday Closing at Midnight, sunday 9:00 a.m. to 8:00 p.m.",Sobeys - West Side Plaza,,,38 George St,45.5900245,
(506) 674-1460,Saint John,,,778,United States,,-66.1022254,"monday Open 24 hours, tuesday Open 24 hours, wednesday Open 24 hours, thursday Open 24 hours, friday Open 24 hours, saturday Open 24 hours, sunday Open 24 hours",Sobeys - Saint John West,,,1 Plaza Ave,45.2485698,
(506) 532-0842,Shediac,,,738,United States,,-64.5626734,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 8:00 a.m. to 10:00 p.m.",Sobeys - Shediac,,,183 Main St,46.2177541,
(613) 476-3246,Picton,,,6703,United States,,-77.1375219,"monday 6:00 a.m. to Midnight, tuesday 6:00 a.m. to Midnight, wednesday 6:00 a.m. to Midnight, thursday 6:00 a.m. to Midnight, friday 6:00 a.m. to Midnight, saturday 6:00 a.m. to Midnight, sunday 6:00 a.m. to Midnight",Sobeys - Picton,,,"97 Main St, Village Centre",44.008942,
(780) 849-2653,Slave Lake,,,5447,United States,,-114.7711184,"monday 9:00 a.m. to 9:00 p.m., tuesday 9:00 a.m. to 9:00 p.m., wednesday 9:00 a.m. to 9:00 p.m., thursday 9:00 a.m. to 9:00 p.m., friday 9:00 a.m. to 9:00 p.m., saturday 9:00 a.m. to 9:00 p.m., sunday 9:00 a.m. to 9:00 p.m.",Sobeys - Slave Lake,,,701 Cornerstone,55.2866833,
(506) 458-8891,Fredericton,,,535,United States,,-66.6647292,"monday Open 24 hours, tuesday Open 24 hours, wednesday Open 24 hours, thursday Open 24 hours, friday Open 24 hours, saturday Open 24 hours, sunday Open 24 hours",Sobeys - Prospect St,,,1150 Prospect St (Fredericton Mall),45.9403779,
(519) 395-0022,Kincardine,,,6723,United States,,-81.6164436,"monday Open 24 hours, tuesday Open 24 hours, wednesday Open 24 hours, thursday Open 24 hours, friday Open 24 hours, saturday Open 24 hours, sunday Open 24 hours",Sobeys - Kincardine,,,814 Durham St,44.1719256,
(403) 234-7375,Calgary,,,5028,United States,,-114.0729934,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 7:00 a.m. to 11:00 p.m.",Sobeys - Silverado,,,704-19369 Sheriff King St SW,50.8793146,
"(709) 753-3402 , (709) 753-3566",St. John's,,,744,United States,,-52.7084763,"monday Open 24 hours, tuesday Open 24 hours, wednesday Open 24 hours, thursday Open 24 hours, friday Open 24 hours, saturday Open 24 hours, sunday Open 24 hours",Sobeys - Elizabeth Ave,,,10 Elizabeth Ave,47.5871715,
"(709) 739-8663 , (709) 739-8664",St. John's,,,604,United States,,-52.736648,"monday Open 24 hours, tuesday Open 24 hours, wednesday Open 24 hours, thursday Open 24 hours, friday Open 24 hours, saturday Open 24 hours, sunday Open 24 hours",Sobeys - Ropewalk Lane,,,45 Ropewalk Lane,47.5560083,
"(902) 435-3909 , (902) 435-1814",Dartmouth,,,586,United States,,-63.4902493,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 8:00 a.m. to 9:00 p.m.",Sobeys - Cole Harbour,,,2 Forest Hills Dr.,44.6721225,
"(709) 279-2471 , (709) 279-3053",Marystown,,,792,United States,,-55.1986848,"monday 8:00 a.m. to 10:00 p.m., tuesday 8:00 a.m. to 10:00 p.m., wednesday 8:00 a.m. to 10:00 p.m., thursday 8:00 a.m. to 10:00 p.m., friday 8:00 a.m. to 10:00 p.m., saturday 8:00 a.m. to 10:00 p.m., sunday 8:00 a.m. to 10:00 p.m.",Sobeys - Marystown,,,1-23 Columbia Drive P.O. Box 397,47.1596941,
(905) 440-4687,Oshawa,,,925,United States,,-78.8588994,"monday 6:00 a.m. to 12:00 a.m., tuesday 6:00 a.m. to 12:00 a.m., wednesday 6:00 a.m. to 12:00 a.m., thursday 6:00 a.m. to 12:00 a.m., friday 6:00 a.m. to 12:00 a.m., saturday 6:00 a.m. to 12:00 a.m., sunday 6:00 a.m. to 12:00 a.m.",Sobeys - Oshawa,,,1377 Wilson Road North,43.9386921,
(519) 622-8906,Cambridge,,,678,United States,,-80.3286903,"monday 7:00 a.m. to 12:00 a.m., tuesday 7:00 a.m. to 12:00 a.m., wednesday 7:00 a.m. to 12:00 a.m., thursday 7:00 a.m. to 12:00 a.m., friday 7:00 a.m. to 12:00 a.m., saturday 7:00 a.m. to 12:00 a.m., sunday 7:00 a.m. to 12:00 a.m.",Sobeys - Cambridge,,,130 Cedar St,43.3517363,
(519) 442-4485,Paris,,,899,United States,,-80.3887208,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 7:00 a.m. to 11:00 p.m.",Sobeys - Paris,,,307 Grand River St N,43.2128595,
(780) 962-4121,Spruce Grove,,,5433,United States,,-113.9240312,"monday 8:00 a.m. to 10:00 p.m., tuesday 8:00 a.m. to 10:00 p.m., wednesday 8:00 a.m. to 10:00 p.m., thursday 8:00 a.m. to 10:00 p.m., friday 8:00 a.m. to 10:00 p.m., saturday 8:00 a.m. to 10:00 p.m., sunday 8:00 a.m. to 10:00 p.m.",Sobeys - Spruce Grove,,,11 Westway Road,53.5423343,
(204) 669-9966,Winnipeg,,,5089,United States,,-97.0665691,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 9:00 a.m. to 6:00 p.m.",Sobeys - Reenders,,,"#7 Reenders Drive, Lagimodier &Reenders",49.9041588,
(902) 436-6675,Summerside,,,868,United States,,-63.7821941,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday Noon to 10:00 p.m.",Sobeys - Summerside,,,475 Granville St,46.4113331,
(902) 862-8770,Scotchtown,,,470,United States,,-60.0958541,"monday 7:00 a.m. to 10:00 p.m., tuesday 7:00 a.m. to 10:00 p.m., wednesday 7:00 a.m. to 10:00 p.m., thursday 7:00 a.m. to 10:00 p.m., friday 7:00 a.m. to 10:00 p.m., saturday 7:00 a.m. to 10:00 p.m., sunday 9:00 a.m. to 8:00 p.m.",Sobeys - Emerald Street,,,75 Emerald St - New Waterford,46.2400281,
(519) 758-1648,Brantford,,,709,United States,,-80.2862076,"monday 7:00 a.m. to 10:00 p.m., tuesday 7:00 a.m. to 10:00 p.m., wednesday 7:00 a.m. to 10:00 p.m., thursday 7:00 a.m. to 10:00 p.m., friday 7:00 a.m. to 10:00 p.m., saturday 7:00 a.m. to 10:00 p.m., sunday 7:00 a.m. to 10:00 p.m.",Sobeys - Shellard Lane,,,310 Colborne St W,43.1313795,
"(709) 227-5172 , (709) 227-5173",Placentia,,,674,United States,,-53.9645752,"monday 9:00 a.m. to 6:00 p.m., tuesday 9:00 a.m. to 6:00 p.m., wednesday 9:00 a.m. to 6:00 p.m., thursday 9:00 a.m. to 9:00 p.m., friday 9:00 a.m. to 9:00 p.m., saturday 9:00 a.m. to 6:00 p.m., sunday Closed",Sobeys - Placentia,,,"Riverside Drive North, Box 400 ",47.2389867,
(403) 279-9070,Calgary,,,5387,United States,,-114.013608,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 7:00 a.m. to 11:00 p.m.",Sobeys - Riverbend,,,"#100, 8338 - 18 Street SE",50.977207,
(905) 775-3301,Bradford,,,6704,United States,,-79.5791888,"monday Open 24 hours, tuesday Open 24 hours, wednesday Open 24 hours, thursday Open 24 hours, friday Open 24 hours, saturday Open 24 hours, sunday Open 24 hours",Sobeys - Bradford,,,40 Melbourne Dr,44.1098387,
403-504-5400,Medicine Hat,,,5066,United States,,-110.6453123,"monday 7:00 a.m. to 11:00 p.m., tuesday 7:00 a.m. to 11:00 p.m., wednesday 7:00 a.m. to 11:00 p.m., thursday 7:00 a.m. to 11:00 p.m., friday 7:00 a.m. to 11:00 p.m., saturday 7:00 a.m. to 11:00 p.m., sunday 7:00 a.m. to 11:00 p.m.",Sobeys - Cornerstone,,,1960 Strachan Road S.E. ,49.9971797,
