phone_number,city,distributor_name,store_type,store_number,country,address2,longitude,store_hours,store_name,state,other_fields,address,latitude,zip_code
+1 3056628086,MIAMI,,Mall,3181,United States,,-80.3162,"20170419 : 10:00-21:30 , 20170420 : 10:00-21:30 , 20170421 : 10:00-21:30 , 20170422 : 10:00-21:30 , 20170423 : 12:00-19:00 , 20170424 : 10:00-21:30 , 20170425 : 10:00-21:30 ",DADELAND MALL,FL,,"7535, NORTH KENDALL DRIVE",25.68865,33156
+1 6049211309,WEST VANCOUVER,,Mall,6471,Canada,,-123.13742,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 09:30-18:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-19:00 , 20170425 : 10:00-19:00 ",PARK ROYAL,British Columbia,,"2002, PARK ROYAL SOUTH",49.3254,V7T 2W4
+1 4805002900,SCOTTSDALE,,Mall,6422,United States,,-111.92902,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",SCOTTSDALE FASHION SQUARE  ,AZ,,"7014, EAST CAMELBACK ROAD SPACE 1044",33.5025,85251
+1 7027331113,LAS VEGAS,,Mall,3303,United States,,-115.17163,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",FASHION SHOW MALL,NV,,"3200, LAS VEGAS BOULEVARD SOUTH",36.12734,89109
+1 6198143220,SAN DIEGO,,Mall,3996,United States,,-117.168,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",FASHION VALLEY MALL,CA,,"7007, FRIARS ROAD SPACE 222A 206 730A",32.76905,92108
+1 8584500031,SAN DIEGO,,Mall,7013,United States,,-117.21107,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",WESTFIELD UTC,CA,,"4545, LA JOLLA VILLAGE DRIVE",32.87153,92122-1212
+52 6144301508,CHIHUAHUA,,Mall,3163,Mexico,,-106.11005,"20170419 : 11:00-21:00 , 20170420 : 11:00-21:00 , 20170421 : 11:00-21:00 , 20170422 : 11:00-21:00 , 20170423 : 11:00-21:00 , 20170424 : 11:00-21:00 , 20170425 : 11:00-21:00 ",FASHION MALL CHIHUAHUA,CHIHUAHUA,,"PERIFERICO DE LA JUVENTUD FRAC., 3501",28.62178,31236
+1 9493650157,MISSION VIEJO,,Mall,3999,United States,,-117.6686,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-19:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",THE SHOPS AT MISSION VIEJO,CA,,"126, THE SHOPS AT MISSION VIEJO",33.55818,92691
+1 7146681650,COSTA MESA,,Mall,3265,United States,,-117.8885,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-20:00 , 20170423 : 11:00-18:30 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",SOUTH COAST PLAZA,CA,,"3333, BRISTOL STREET",33.6911,92626
+1 5624024466,CERRITOS,,Mall,6498,United States,,-118.09426,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-20:00 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",LOS CERRITOS CENTER,CA,,"239, LOS CERRITOS CENTER",33.86213,90703
+1 6265746965,ARCADIA,,Mall,2075,United States,,-118.05124,,SANTA ANITA WESTFIELD,CA,,"400, BALDWIN AVENUE",34.13523,91007
+1 6305607984,OAK BROOK,,Mall,4927,United States,,-87.95305,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",OAKBROOK CENTER,IL,,"90, OAKBROOK CENTER",41.85027,60523
+1 3122230400,CHICAGO,,Mall,3987,United States,,-87.6279,"20170419 : 10:00-20:00 , 20170420 : 10:00-20:00 , 20170421 : 10:00-20:00 , 20170422 : 10:00-20:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-20:00 , 20170425 : 10:00-20:00 ",BLOCK 37,IL,,"1, WEST RANDOLPH STREET SPACE 110-214",41.88449,60601
+1 2105587446,SAN ANTONIO,,Mall,3951,United States,,-98.61563,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 12:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",THE SHOPS AT LA CANTERA,TX,,"15900, LA CANTERA PARKWAY 20160",29.59308,78256
+1 8474131715,SCHAUMBURG,,Mall,3010,United States,,-88.03745,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",WOODFIELD MALL,IL,,"5, E WOODFIELD ROAD",42.04627,60173
+1 925 9341608,WALNUT CREEK,,Mall,10731,United States,,-122.0591,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",BROADWAY PLAZA,CA,,"1292, BROADWAY PLAZA",37.89562,94596
+1 9167713297,ROSEVILLE,,Mall,1140,United States,,-121.26904,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",WESTFIELD,CA,,"1151, GALLERIA BULEVARD",38.77341,95678
+1 8052301323,THOUSAND OAKS,,Mall,9887,United States,,-118.86692,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",THE OAKS,CA,,"350, WEST HILLCREST DRIVE",34.20046,91360
+1 8182265650,CANOGA PARK,,Mall,3614,United States,,-118.605,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",WESTFIELD TOPANGA,CA,,"6600, TOPANGA CANYON BOULEVARD",34.1911,91303
+1 8183802920,SHERMAN OAKS,,Mall,3613,United States,,-118.437,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",WESTFIELD FASHION SQUARE,CA,,"14006, RIVERSIDE DRIVE",34.1569,91423
+1 818 5483605,GLENDALE,,Mall,3844,United States,,-118.25651,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",GLENDALE GALLERIA MALL,CA,,"100, WEST BROADWAY",34.1457,91210
+1 6696665840,SANTA CLARA,,Mall,6419,United States,,-121.94547,"20170419 : 10:00-21:30 , 20170420 : 10:00-21:30 , 20170421 : 10:00-21:30 , 20170422 : 10:00-21:00 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:30 , 20170425 : 10:00-21:30 ",WESTFIELD VALLEY FAIR,CA,,"2855, STEVENS CREEK BOULEVARD",37.32587,95050
+1 3107938782,TORRANCE,,Mall,6403,United States,,-118.34759,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-20:00 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",DEL AMO FASHION CENTER,CA,,"3525, CARSON",33.8325,90503
+1 2134063330,LOS ANGELES,,Mall,6493,United States,,-118.26082,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-20:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",LOS ANGELES-DOWNTOWN,CA,,"725, SOUTH FIGUEROA STREET SPACE 301",34.04936,90017
+1 3239355041,LOS ANGELES,,Mall,3985,United States,,-118.3584,"20170419 : 09:00-21:00 , 20170420 : 09:00-21:00 , 20170421 : 09:00-22:00 , 20170422 : 09:00-22:00 , 20170423 : 10:00-21:00 , 20170424 : 09:00-21:00 , 20170425 : 09:00-21:00 ",THE ORIGINAL FARMERS MARKET (FARMERS MARKET PLAZA),CA,,"6333, W 3RD STREET BUILDING E14",34.07113,90036
+1 9528544875,BLOOMINGTON,,Mall,10991,United States,,-93.24222,"20170419 : 10:00-21:30 , 20170420 : 10:00-21:30 , 20170421 : 10:00-21:30 , 20170422 : 10:00-21:30 , 20170423 : 11:00-20:00 , 20170424 : 10:00-21:30 , 20170425 : 10:00-21:30 ",MALL OF AMERICA,MN,,"60, EAST BROADWAY",44.85477,55425
+1 4012283008,PROVIDENCE,,Mall,320,United States,,-71.41669,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",PROVIDENCE PLACE,RI,,"1, PROVIDENCE PLACE",41.82758,02903
+1 5086553057,NATICK,,Mall,3701,United States,,-71.3806,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",NATICK MALL,MA,,"1245, WORCESTER STREET",42.3007,01760
+1 2033531920,STAMFORD,,Mall,3868,United States,,-73.5364,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",STAMFORD TOWN CENTER,CT,,"100, GREYROCK PLACE SPACE D207",41.0535,06901
+1 6313851970,HUNTINGTON STATION,,Mall,6463,United States,,-73.41109,"20170419 : 10:00-21:30 , 20170420 : 10:00-21:30 , 20170421 : 10:00-21:30 , 20170422 : 10:00-21:30 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:30 , 20170425 : 10:00-21:30 ",WALT WHITMAN,NY,,"160, WALT WHITMAN ROAD",40.82344,11746
+1 410 571 1434,ANNAPOLIS,,Mall,7999,United States,,-76.54594,"20170419 : 10:00-21:30 , 20170420 : 10:00-21:30 , 20170421 : 10:00-21:30 , 20170422 : 10:00-21:30 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:30 , 20170425 : 10:00-21:30 ",ANNAPOLIS MALL WESTFIELD,MD,,"2002, ANNAPOLIS MALL ROAD",38.98871,21401
+1 4108251101,TOWSON,,Mall,10836,United States,,-76.59946,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",TOWSON TOWN CENTER,MD,,"825, DULANEY VALLEY RD.",39.40403,21204
+1 8089449272,HONOLULU,,Mall,10285,United States,,-157.84337,"20170419 : 09:30-21:00 , 20170420 : 09:30-21:00 , 20170421 : 09:30-21:00 , 20170422 : 09:30-21:00 , 20170423 : 10:00-19:00 , 20170424 : 09:30-21:00 , 20170425 : 09:30-21:00 ",ALA MOANA CENTER,HI,,"1450, ALA MOANA BOULEVARD",21.29121,96814
+1 4254537001,BELLEVUE,,Mall,7998,United States,,-122.20357,"20170419 : 09:30-21:30 , 20170420 : 09:30-21:30 , 20170421 : 09:30-21:30 , 20170422 : 09:30-21:30 , 20170423 : 11:00-19:00 , 20170424 : 09:30-21:30 , 20170425 : 09:30-21:30 ",BELLEVUE SQUARE,WA,,"575, BELLEVUE WAY NE",47.61564,98004
+1 4035382357,CALGARY,,Mall,3217,Canada,,-114.07167,"20170419 : 09:30-21:00 , 20170420 : 09:30-21:00 , 20170421 : 09:30-21:00 , 20170422 : 09:30-21:00 , 20170423 : 11:00-19:00 , 20170424 : 09:30-21:00 , 20170425 : 09:30-21:00 ",CHINOOK CENTRE,Alberta,,"6455, MACLEOD TRAIL SW",50.99571,T2H 0K8
+1 2062046440,SEATTLE,,Mall,6424,United States,,-122.33725,"20170419 : 10:00-20:00 , 20170420 : 10:00-20:00 , 20170421 : 10:00-20:00 , 20170422 : 10:00-20:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-20:00 , 20170425 : 10:00-20:00 ",WESTLAKE CENTER,WA,,"400, PINE STREET SPACE 2111",47.61174,98101
+1 6044846095,BURNABY,,Mall,3157,Canada,,-122.99964,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",METROPOLIS AT METROTOWN,British Columbia,,"4700, KINGSWAY",49.22757,V5H 4M1
+1 8473290808,SKOKIE,,Mall,3892,United States,,-87.74792,"20170419 : 10:00-20:00 , 20170420 : 10:00-20:00 , 20170421 : 10:00-20:00 , 20170422 : 10:00-20:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-20:00 , 20170425 : 10:00-20:00 ",WESTFIELD OLD ORCHARD,IL,,"66, OLD ORCHARD CENTER SPACE H11",42.06165,60077
+1 3013654930,BETHESDA,,Mall,3747,United States,,-77.148,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",WESTFIELD MONTGOMERY,MD,,"7101, DEMOCRACY BOULEVARD",39.025,20817
+1 5716339840,MC LEAN,,Mall,6442,United States,,-77.22219,"20170419 : 10:00-21:30 , 20170420 : 10:00-21:30 , 20170421 : 10:00-21:30 , 20170422 : 10:00-21:30 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:30 , 20170425 : 10:00-21:30 ",TYSONS CORNER CENTER,VA,,"7960, TYSONS CORNER CENTER SPACE E2L",38.91763,22102
+1 7034180743,ARLINGTON,,Mall,3238,United States,,-77.06097,,FASHION CENTER AT PENTAGON MALL,VA,,"1100, S HAYES ST",38.86305,22202
+1 8453582425,WEST NYACK,,Mall,9888,United States,,-73.95634,"20170419 : 10:00-21:30 , 20170420 : 10:00-21:30 , 20170421 : 10:00-21:30 , 20170422 : 10:00-21:30 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:30 , 20170425 : 10:00-21:30 ",PALISADES CENTER,NY,,"1000, PALISADES CENTER DR",41.09723,10994
+1 2162922000,BEACHWOOD,,Mall,10837,United States,,-81.49438,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 12:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",BEACHWOOD MALL,OH,,"26300, CEDAR RD.",41.49864,44122
+1 5196729378,LONDON,,Mall,11605,Canada,,-81.27885,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-21:00 , 20170423 : 11:00-17:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",MASONVILLE PLACE,Ontario,,"1680, RICHMOND ST",43.02537,N6G 3Y9
+1 9059541280,NEWMARKET,,Mall,6448,Canada,,-79.48487,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 09:00-18:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",UPPER CANADA MALL,Ontario,,"17600, YONGE STREET",44.05683,L3Y 4Z1
+1 9053330459,BURLINGTON,,Mall,616,Canada,,-79.81887,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 09:30-18:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",MAPLEVIEW,Ontario,,"900, MAPLE AVENUE",43.32647,L7S 2J8
+1 9052702424,MISSISSAUGA,,Mall,9277,Canada,,-79.64285,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 09:30-21:00 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",SQUARE ONE,Ontario,,"100, CITY CENTRE DRIVE",43.59369,L5B 2C9
+1 4166400471,TORONTO,,Mall,3159,Canada,,-79.4553,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 09:30-21:00 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",YORKDALE CENTRE,Ontario,,"3401, DUFFERIN STREET",43.72508,M6A 2T9
+1 905 944 1383,MARKHAM,,Mall,9292,Canada,,-79.28784,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 09:30-18:00 , 20170423 : 11:00-18:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",MARKVILLE SHOPPING CENTRE ,Ontario,,"5000, HIGHWAY 7 EAST",43.86818,L3R 4M9
+1 4166421733,TORONTO,,Mall,3966,Canada,,-79.34469,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 09:30-21:00 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",FAIRVIEW ,Ontario,,"1800, SHEPPARD AVENUE EAST",43.77804,M2J 5A7
+1 6132881133,OTTAWA,,Mall,6447,Canada,,-75.80641,"20170419 : 09:00-21:00 , 20170420 : 09:00-21:00 , 20170421 : 09:00-21:00 , 20170422 : 09:00-21:00 , 20170423 : 10:00-18:00 , 20170424 : 09:00-21:00 , 20170425 : 09:00-21:00 ",BAYSHORE MALL,Ontario,,"100, BAYSHORE DRIVE",45.34762,K2B8C1
+1 6132412174,OTTAWA,,Mall,9036,Canada,,-75.69236,"20170419 : 09:30-21:00 , 20170420 : 09:30-21:00 , 20170421 : 09:30-21:00 , 20170422 : 09:30-19:00 , 20170423 : 11:00-18:00 , 20170424 : 09:30-21:00 , 20170425 : 09:30-21:00 ",RIDEAU CENTER,Ontario,,"50, RIDEAU STREET",45.42554,K1N 9J7
+1 5162482067,GARDEN CITY,,Mall,351,United States,,-73.61404,"20170419 : 10:00-21:30 , 20170420 : 10:00-21:30 , 20170421 : 10:00-21:30 , 20170422 : 10:00-21:30 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:30 , 20170425 : 10:00-21:30 ",ROOSEVELT FIELD MALL,NY,,"630, OLD COUNTRY ROAD",40.73929,11530
+1 9147098630,YONKERS,,Mall,6464,United States,,-73.85342,"20170419 : 10:00-21:30 , 20170420 : 10:00-21:30 , 20170421 : 10:00-21:30 , 20170422 : 10:00-21:30 , 20170423 : 11:00-19:00 , 20170424 : 10:00-21:30 , 20170425 : 10:00-21:30 ",CROSS COUNTY MALL,NY,,"8000, MALL WALK SPACE 1060-1060A",40.927,10704
+1 4506761603,BROSSARD,,Mall,282,Canada,,-73.43695,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 09:00-17:00 , 20170423 : 10:00-17:00 , 20170424 : 10:00-18:00 , 20170425 : 10:00-18:00 ",DIX30,Quebec,,"9170, BOULEVARD LEDUC",45.44622,J4Y 0L2
+1 5142812001,MONTREAL,,Mall,3082,Canada,,-73.57165,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 10:00-20:00 , 20170423 : 11:00-19:00 , 20170424 : 10:00-20:00 , 20170425 : 10:00-20:00 ",MONTREAL TRUST,Quebec,,"1500, MCGILL COLLEGE",45.50205,H3A 3J5
+1 5149040771,MONTREAL,,Mall,3473,Canada,,-73.6487,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 09:00-17:00 , 20170423 : 10:00-17:00 , 20170424 : 10:00-18:00 , 20170425 : 10:00-18:00 ",ROCKLAND,Quebec,,"2305, ROCKLAND ROAD",45.52664,H3P 3E9
+1 4509020190,LAVAL,,Mall,3160,Canada,,-73.74819,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 09:00-17:00 , 20170423 : 10:00-17:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",CARREFOUR LAVAL,Quebec,,"3035, BOULEVARD LE CARREFOUR",45.56938,H7T 1C7
+1 4504411414,SAINT-BRUNO-DE-MONTARVILLE,,Mall,9278,Canada,,-73.37734,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 09:00-17:00 , 20170423 : 10:00-17:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",LES PROMENADES-ST.BRUNO,Quebec,,"1, BOULEVARD  DES PROMENADES",45.5052,J3V 5J5
+1 4504358255,ROSEMERE,,Mall,3286,Canada,,-73.81573,"20170419 : 10:00-21:00 , 20170420 : 10:00-21:00 , 20170421 : 10:00-21:00 , 20170422 : 09:00-17:00 , 20170423 : 10:00-17:00 , 20170424 : 10:00-21:00 , 20170425 : 10:00-21:00 ",PLACE ROSEMERE,Quebec,,"401, BOULEVARD LABELLE",45.63232,J7A 3T4
+1 6472880333,TORONTO,,Mall,3194,Canada,,-79.37982,"20170419 : 10:00-21:30 , 20170420 : 10:00-21:30 , 20170421 : 10:00-21:30 , 20170422 : 09:30-21:30 , 20170423 : 10:00-19:00 , 20170424 : 10:00-21:30 , 20170425 : 10:00-21:30 ",CF TORONTO EATON CENTRE,Ontario,,"220, TORONTO EATON CENTRE,220 YONGE STREET ",43.65366,M5B 2H1
