store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
"Toys""R""Us - Wyomissing",8366,1055 Woodland Rd,,Wyomissing,PA,19610,United States,(610) 208-0898,,,"Mon-Thu:10:00am - 9:00pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:00pm",,
"Babies""R""Us - Scranton",B6362,409 Scranton Carbondale,,Scranton,PA,18508,United States,(570) 963-8987,,,"Mon-Thu:10:00am - 9:30pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Babies""R""Us - Concord",B7528,310 Loudon Rd.,,Concord,NH,03301,United States,(603) 228-5508,,,"Mon-Thu:10:00am - 9:30pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Toys""R""Us - Concord",7528,310 Loudon Rd.,,Concord,NH,03301,United States,(603) 228-5508,,,"Mon-Thu:10:00am - 9:30pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Babies""R""Us - Whitehall",6387,600 Lehigh Valley Mall,,Whitehall,PA,18052,United States,(610) 231-0481,,,"Mon-Thu:9:00am - 9:30pm, Fri-Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Toys""R""Us - Scranton",6362,409 Scranton Carbondale,,Scranton,PA,18508,United States,(570) 963-8987,,,"Mon-Thu:10:00am - 9:30pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Toys""R""Us - Wilkes Barre",6361,620 Kidder Street,,"Wilkes,Barre",PA,18702,United States,(570) 825-8600,,,"Mon-Thu:10:00am - 9:00pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:00pm",,
"Babies""R""Us - Nashua",B7521,272 Daniel Webster Hwy,,Nashua,NH,03060,United States,(603) 888-9444,,,"Mon-Thu:9:00am - 9:30pm, Fri-Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Toys""R""Us - Nashua",7521,272 Daniel Webster Hwy,,Nashua,NH,03060,United States,(603) 888-9444,,,"Mon-Thu:9:00am - 9:30pm, Fri-Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Toys""R""Us Temp Express - Kittery",7070,345 US Route 1,Kittery Premium Outlets,Kittery,ME,03904,United States,(207) 439-0049,,,"Mon-Sat:10:00am - 9:00pm, Sun:10:00am - 7:00pm",,
"Babies""R""Us - Newington",B7514,85 Gosling Road,,Newington,NH,03801,United States,(603) 431-6528,,,"Mon-Thu:10:00am - 9:30pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Toys""R""Us - Newington",7514,85 Gosling Road,,Newington,NH,03801,United States,(603) 431-6528,,,"Mon-Thu:10:00am - 9:30pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Babies""R""Us - Wilkes Barre",6467,3300 Wilkes-Barre Commo,,"Wilkes,Barre",PA,18702,United States,(570) 822-7854,,,"Mon-Thu:9:00am - 9:30pm, Fri-Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Babies""R""Us - Nashua",6492,10 Coliseum Avenue,,Nashua,NH,03063,United States,(603) 881-4306,,,"Mon-Thu:9:00am - 9:30pm, Fri-Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Babies""R""Us - Virginia Beach",B8357,2701 N. Mall Drive,,"Virginia,Beach",VA,23452,United States,(757) 498-8271,,,"Mon-Thu:10:00am - 9:30pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Babies""R""Us - Midlothian",6570,13315 Rittenhouse Drive,,Midlothian,VA,23112,United States,(804) 744-2595,,,"Mon-Thu:10:00am - 9:30pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Toys""R""Us - Richmond",8353,11861 W Broad St,,Richmond,VA,23233,United States,(804) 364-2520,,,"Mon-Thu:10:00am - 9:30pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Babies""R""Us - Chesapeake",8882,1336 Greenbrier Parkway,,Chesapeake,VA,23320,United States,(757) 548-2255,,,"Mon-Thu:10:00am - 9:30pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Babies""R""Us - Chantilly",8884,13954 Metro Tech Drive,,Chantilly,VA,20151,United States,(703) 502-9200,,,"Mon-Thu:9:00am - 9:30pm, Fri-Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Toys""R""Us - Clinton",8316,8401 Mike Shapiro Dr.,,Clinton,MD,20735,United States,(301) 868-1683,,,"Mon-Thu:10:00am - 9:00pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:00pm",,
"Toys""R""Us - Norfolk",8352,400 Military Highway,,Norfolk,VA,23502,United States,(757) 461-0440,,,"Mon-Thu:10:00am - 9:00pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:00pm",,
"Toys""R""Us - Colonial Heights",8331,1869 S. Park Blvd.,,"Colonial,Heights",VA,23834,United States,(804) 520-7854,,,"Mon-Fri:10:00am - 9:00pm, Sat:9:00am - 9:00pm, Sun:10:00am - 7:00pm",,
"Babies""R""Us - Richmond",B8353,11861 W Broad St,,Richmond,VA,23233,United States,(804) 364-2520,,,"Mon-Thu:10:00am - 9:30pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Toys""R""Us - Gaithersburg",8319,600 N. Frederick Rd.,,Gaithersburg,MD,20877,United States,(301) 869-5510,,,"Mon-Thu:10:00am - 9:00pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:00pm",,
"Babies""R""Us - Silver Spring",6414,12012 Cherry Hill Rd,,"Silver,Spring",MD,20904,United States,(301) 586-8630,,,"Mon-Thu:9:00am - 9:30pm, Fri-Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Babies""R""Us - Fredericksburg",B8342,3101 Plank Road,,Fredericksburg,VA,22404,United States,(540) 785-7377,,,"Mon-Thu:9:00am - 9:30pm, Fri-Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Toys""R""Us - Newport News",8369,12132 Jefferson Ave.,,"Newport,News",VA,23602,United States,(757) 249-8697,,,"Mon-Thu:10:00am - 9:00pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:00pm",,
"Babies""R""Us - Newport News",6439,12153 Jefferson Ave,,"Newport,News",VA,23602,United States,(757) 269-0140,,,"Mon-Thu:10:00am - 9:30pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Toys""R""Us - Fredericksburg",8342,3101 Plank Road,,Fredericksburg,VA,22404,United States,(540) 785-7377,,,"Mon-Thu:9:00am - 9:30pm, Fri-Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Toys""R""Us - Lynchburg",8334,3700 Candlers,Mountain Rd,Lynchburg,VA,24502,United States,(434) 847-8697,,,"Mon-Thu:10:00am - 9:00pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:00pm",,
"Toys""R""Us Temp Express - Clarksburg",7084,22705 Clarksburg Rd,Clarksburg Premium Outlets,Clarksburg,MD,20871,United States,(301) 540-1697,,,"Mon-Sat:10:00am - 9:00pm, Sun:10:00am - 7:00pm",,
"Toys""R""Us - Waldorf",8333,11055 Mall Circle Road,,Waldorf,MD,20603,United States,(301) 705-9800,,,"Mon-Thu:10:00am - 9:00pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:00pm",,
"Babies""R""Us - Sterling",6393,21:300 Signal Hill Plaza,,Sterling,VA,20164,United States,(571) 434-8850,,,"Mon-Thu:9:00am - 9:30pm, Fri-Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Toys""R""Us - Chesapeake",8346,4120 Portsmouth Blvd,,Chesapeake,VA,23321,United States,(757) 465-0086,,,"Mon-Thu:10:00am - 9:00pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:00pm",,
"Babies""R""Us - Waldorf",6477,2969 Festival Way,,Waldorf,MD,20601,United States,(301) 396-8037,,,"Mon-Thu:9:00am - 9:30pm, Fri-Sat:9:00am - 10:00pm, Sun:10:00am - 7:30pm",,
"Toys""R""Us - Fairfax",6368,13035 Fair Lakes Plaza,,Fairfax,VA,22030,United States,(703) 803-1050,,,"Mon-Thu:10:00am - 9:00pm, Fri:10:00am - 10:00pm, Sat:9:00am - 10:00pm, Sun:10:00am - 7:00pm",,
