store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,store_type,other_fields,coming_soon
,,27 Princess Street,,Kingston,Ontario,K7L 1A3,Canada,TEL: 613-544-8338,,,"Monday - Thursday - 11am - 11pm, Friday - 11am - 1am, Saturday - 10am - 1am, Sunday - 10am - 10pm",,,
,,NOW OPEN14 Hebron Way,,St. John's,Newfoundland,A1A 0L9,Canada,TEL: 709-737-0615,,,"Monday - Tuesday - 11am - 10pm, Wednesday - Thursday 11am - 11pm, Friday - 11am - 12am, Saturday - 10:30am - 12am, Sunday - 10:30am - 10pm",,,
,,NOW OPEN261055 Crossiron Blvd,,Rocky View,Alberta,T4A 0G3,Canada,TEL: 587-755-5742,,,"Mon-Thurs: 11am - 10pm, Friday: 11am - 11pm, Saturday 10am - 11pm Sunday: 10am - 9pm",,,
,,3051 Vega Boulevard,,Mississauga,Ontario,L5L 5Y3,Canada,TEL: 905-828-9119,,,"Mon-Thu: 11am - 11pm, Fri: 11am - 12am, Sat: 10am - 12am, Sun: 10am - 11pm",,,
,,730 Matheson Boulevard West,,Mississauga,Ontario,L5R 3T2,Canada,TEL: 905-507-4118,,,"Monday - Wednesday - 11am - 11pm, Thursday - 11am - 12am, Friday - 11am - 12am, Saturday - 10am - 12am, Sunday - 10am - 10pm",,,
,,South Commons1708 99th Street NW,,Edmonton,Alberta,T6N 1M5,Canada,TEL: 780-469-9013,,,"Monday - Wednesday - 11am - 10pm, Thursday - 11am - 11pm, Friday - 11am - 12am, Saturday - 10am - 12am, Sunday - 10am - 10pm",,,
,,West Edmonton17115 - 100th Avenue NW,,Edmonton,Alberta,T5S 1T9,Canada,TEL: 780-641-2352,,,"Monday - Thursday - 11am - 10pm, Friday - 11am - 11pm, Saturday - 10am - 11pm, Sunday - 10am - 10pm",,,
,,787 Paramount Drive,,Hamilton,Ontario,L8J 0B4,Canada,TEL: 905-573-7317,,,"Monday - Wednesday: 11am - 11pm, Thursday: 11am - 12pm, Friday: 11am - 1am, Saturday: 10am - 1am, Sunday: 10am - 10pm",,,
,,4555 Blackcomb Way,,Whistler,British Columbia,V0N 1B4,Canada,TEL: 604-905-5422,,,"Monday - Thursday 11:45am - 9pm, Friday 11:45am - 10pm, Saturday 11am - 10pm, Sunday 10am - 9pm",,,
,,Park Royal Shopping Center1096 Park Royal South,,West Vancouver,British Columbia,V7T 1A1,Canada,TEL: 604-925-9825,,,"Monday - Thursday - 11am - 11pm, Friday - 11am - 12am, Saturday - 9:30am - 12am, Sunday - 9:30am - 11pm",,,
,,3900 Highway 7,,Vaughan,Ontario,L4L 1A6,Canada,TEL: 905-850-1580,,,"Monday - Thursday - 11am - 11pm, Friday - 11am - 12am, Saturday - 10am - 12am, Sunday -10am - 10pm",,,
,,410 The Boardwalk,,Waterloo,Ontario,N2T 0A6,Canada,TEL: 519-579-4949,,,"Monday - Thursday - 11am - 11pm, Friday -  11am - 12am, Saturday - 10am - 12am, Sunday - 10am - 10pm",,,
,,812 Wharf Street,,Victoria,British Columbia,V8W 1T3,Canada,TEL: 250-381-2244,,,"Monday - Thursday - 11am - 9:30pm, Friday - 11am - 11pm, Saturday - 10am - 11pm, Sunday - 10am - 9:30pm",,,
,,1145 Robson Street,,Vancouver,British Columbia,V6E 1B5,Canada,TEL: 604-682-4477,,,"Monday - Thursday - 11am - 11pm, Friday - 11am - 12am, Saturday - 9:30am - 12am, Sunday - 9:30am - 11pm",,,
,,2425 Cambie Street,,Vancouver,British Columbia,V5Z 4M5,Canada,TEL: 604-678-8488,,,"Monday - Thursday - 11am - 11pm, Friday - 11am - 12am, Saturday - 9:30am - 12am, Sunday - 9:30am - 11pm",,,
,,Vancouver Airport - 3211 Grant McConachie Way,,Richmond,British Columbia,V7B 1X8,Canada,TEL: 604-231-3731,,,Please call us for restaurant hours of operation,,,
,,20075 Langley Bypass,,Langley,British Columbia,V3A 8R6,Canada,TEL: 604-514-9000,,,"Monday - Thursday - 11am - 10pm, Friday - 11am - 11pm, Saturday - 10am - 11pm, Sunday - 10 am - 10 pm",,,
,,2401 E Millstream Road,,Langford,British Columbia,V9B 3R5,Canada,TEL: 250-391-5016,,,"Monday - Thursday - 11am - 9:30pm, Friday - 11am - 11pm, Saturday - 10am - 11pm, Sunday - 10am - 9:30pm",,,
,,Masonville Place1680 Richmond Street North,,London,Ontario,N6G 3Y9,Canada,TEL: 519-850-5116,,,"Monday - Thursday - 11am - 11pm, Friday - 11am - 12am, Saturday - 10am - 12am, Sunday - 10am - 10pm",,,
,,3169 Wonderland Road,,London,Ontario,N6L 1R4,Canada,TEL: 519-649-7997,,,"Monday - Thursday - 11am - 11pm, Friday - 11am - 12am, Saturday - 10am - 12am, Sunday - 10am - 10pm",,,
,,2121 Harvey Avenue,,Kelowna,British Columbia,V1Y 9Z7,Canada,TEL: 778-436-2308,,,"Monday - Wednesday - 11am - 10pm, Thursday - 11am - 10pm, Friday - 11am - 11pm, Saturday - 10am - 11pm, Sunday - 10am - 10pm",,,
,,OPENING DECEMBER 55000 Canoe Pass Way,,Tsawwassen First Nation,British Columbia,V4M 0B3,Canada,TEL: 778-263-0104,,,"Monday - Friday: 11am - Late, Sat and Sun: 10am - Late",,,
,,50-1395 Hillside Drive,,Kamloops,British Columbia,V2E 2R7,Canada,TEL: 250-377-8560,,,"Monday - Thursday - 11am - 10pm, Friday - 11am - 11pm, Saturday - 10am - 11pm, Sunday - 10am - 10pm",,,
,,185 Stone Road West,,Guelph,Ontario,N1G 5L4,Canada,TEL: 519-836-8882,,,"Monday - Thursday - 11am - 11pm, Friday - 11am - 12am, Saturday - 10am - 12am, Sunday - 10am - 10pm",,,
,,1001 The Queensway,,Etobicoke,Ontario,M8Z 6C7,Canada,TEL: 416-255-0464,,,"Monday - Thursday - 11am - 12am, Friday - 11am - 1am, Saturday - 10am - 1am, Sunday - 10am - 11pm",,,
,,646 Dixon Road,,Etobicoke,Ontario,M9W 1J1,Canada,TEL: 416-245-6262,,,"Monday - Thursday - 11am - 12am, Friday - 11am - 12am, Saturday - 10am - 12am, Sunday - 10am - 11pm",,,
,,510 Hespeler Road,,Cambridge,Ontario,N1R 6J7,Canada,TEL: 519-622-6446,,,"Monday - Thursday - 11am - 11pm, Friday - 11am - 12am, Saturday - 10am - 12am, Sunday - 10am - 10pm",,,
,,107 8th Avenue SE,,Calgary,Alberta,T2G 0K4,Canada,TEL: 403-410-9521,,,Open Daily from 11am to Late Night,,,
,,Market Mall3625 Shaganappi Trail NW,,Calgary,Alberta,T3A OE2,Canada,TEL: 403-247-3792,,,"Monday - Thursday - 11am - 9pm, Friday - 11am - 10pm, Saturday - 9am - 10pm, Sunday - 9am - 9pm",,,
,,Southcentre Mall90 Anderson Road SE,,Calgary,Alberta,T2J 0A2,Canada,TEL: 403-225-1150,,,"Monday - Thursday - 11am - 10pm, Friday - 11am - 11pm, Saturday - 10am - 11pm, Sunday - 10am - 10pm",,,
,,1200 Brant Street,,Burlington,Ontario,L7P 5C6,Canada,TEL: 905-332-6057,,,"Monday - Thursday - 11am - 11pm, Friday - 11am - 12am, Saturday - 10am - 12am, Sunday - 10am - 11pm",,,
,,NOW OPEN - Guildford Town Centre10355 152nd Street - Unit 2001,,Surrey,British Columbia,V3R 7C1,Canada,TEL: 604-580-0600,,,"Mon-Wed 11am - 10pm, Thu 11am - 11pm, Fri 11am - 12am, Sat 10am - 12am, Sun 10am - 10pm",,,
,,3085 152nd Street,,Surrey,British Columbia,V4P 3K1,Canada,TEL: 604-542-3750,,,"Monday - Thursday - 11am - 10pm, Friday - 11am - 11pm, Saturday - 10am - 11pm, Sunday - 10am - 10pm",,,
,,150 Park Place Blvd,,Barrie,Ontario,L4N 6N5,Canada,TEL: 705-722-7667,,,"Monday - Thursday -  11am - 12am, Friday - 11am - 1am, Saturday - 10am - 1am, Sunday - 10am - 10pm",,,
,,2745 Barnet Highway,,Coquitlam,British Columbia,V3E 1K9,Canada,TEL: 604-552-7983,,,"Monday - Thursday: 11am - 10pm, Friday: 11am - 11pm, Saturday: 10am - 11pm, Sunday: 9:30am - 10pm",,,
,,Highstreet Shopping Centre3122 Mt Lehman Road,,Abbotsford,British Columbia,V4X 2M9,Canada,TEL: 604-381-1222,,,"Monday - Thursday - 11am - 11pm, Friday - 11am - 12am, Saturday - 10am - 12am, Sunday - 10am - 11pm",,,
