phone_number,city,distributor_name,store_type,store_number,country,address2,longitude,store_hours,store_name,state,other_fields,address,latitude,zip_code
(315) 468-6637,Camillus,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Camillus,NY,,5256 West Genesee Street,,13031
(315) 214-0130,Cicero,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Cicero,NY,,5663 East Circle Drive,,13039
(518) 373-6637,Clifton Park,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Clifton Park,NY,,5 Southside Dr.,,12065
(518) 456-2245,Colonie,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Central Ave,NY,,1770 Central Ave.,,12205
(631) 486-9400,Commack,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Commack,NY,,60A Veterans Highway,,11725
(716) 668-8818,Depew,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-10pm",Cheektowaga - Target Plaza,NY,,4944 Transit Road,,14043
(516) 520-5160,East Meadow,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",East Meadow,NY,,2565 Hempstead Turnpike,,11554
(516) 794-8200,Garden City,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Garden City,NY,,674 Stewart Ave.,,11530
(516) 621-3349,Greenvale,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Greenvale,NY,,90 Northern Boulevard,,11548
(631) 594-5413,Hampton Bays,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Hampton Bays,NY,,252-1 West Montauk Hwy,,11946
(607) 277-6637,Ithaca,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",South Meadow Square,NY,,324 Elmira Road,,14850
(845) 336-6637,Kingston,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Kingston,NY,,1153 Ulster Ave,,12401
(315) 715-4082,Liverpool,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Liverpool,NY,,7560 Oswego Road,,13090
(516) 799-2200,Massapequa,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Massapequa,NY,,5288 Sunrise Highway,,11758
(631) 396-0822,Melville,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-8pm",Melville,NY,,610 Broadhollow Road,,11747
(845) 391-8322,Modena,,,,United States,,,"Monday 11am-8pm, Tuesday 11am-8pm, Wednesday 11am-8pm, Thursday 11am-8pm, Friday 11am-9pm, Saturday 11am-9pm, Sunday 11am-9pm",Modena Travel Plaza,NY,,I-87 Mile Marker 66,,12589
845-603-6888,Mohegan Lake,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Cortlandt Town Center,NY,,3089 East Main Street,,10547
(845) 495-0553,Nanuet,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11:30am-9pm",Nanuet,NY,,100 East Route 59,,10954
(315) 765-0007,New Hartford,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",New Hartford - Aspen Plaza,NY,,4632 Commercial Drive,,13413
(212) 594-7817,New York,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Penn Station Food Court (LIRR Level),NY,,1 Penn  Plaza (LIRR Level),,10010
(212) 594-7817,New York,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-9pm, Sunday 11am-10pm",Penn Station Food Court (Amtrak Level),NY,,1 Penn Plaza ( Amtrak Level ),,10010
(212) 575-7711,New York,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Avenue of the Americas,NY,,1029A Avenue of the Americas,,10018
(516) 255-5550,Oceanside,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Oceanside,NY,,14-A Atlantic Avenue,,11572
(607) 353-6609,Oneonta,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Oneonta,NY,,5001 Route 23,,13820
(716) 677-6600,Orchard Park,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Orchard Park,NY,,3231 Southwestern Boulevard,,14127
(631) 569-5500,Patchogue,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm","Gateway Plaza, Patchogue",NY,,499-56 Sunrise Hwy,,11772
(518) 615-0233,Queensbury,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9 pm",Queensbury Plaza,NY,,756 Upper Glen Street,,12804
(518) 328-0444,Rensselaer,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Troy Rd,NY,,307 Troy Road,,12144
(631) 740-9152,Riverhead,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-8pm",Riverhead,NY,,1081 Old Country Road,,11901
(585) 424-6637,Rochester,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-10pm",Jefferson Rd,NY,,1100 Jefferson Rd.,,14623
(585) 267-7880,Rochester,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Pittsford Square,NY,,3246 Monroe Ave.,,14618
(585) 225-0033,Rochester,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Greece,NY,,100 Greece Ridge Center Drive,,14626
(585) 363-5920,Rochester,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",College Town - University of Rochester,NY,,1377 Mount Hope Avenue,,14620
(631) 849-6487,Rocky Point,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9 pm",Rocky Point,NY,,346 SR-25A,,11778
(315) 533-7535,Rome,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Rome,NY,,1877 Black River Blvd,,13440
518-355-6637,Schenectady,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Hannaford Plaza,NY,,1410 Altamont Avenue,,12303
(518) 581-3999,Saratoga Springs,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Saratoga Springs,NY,,3084 Route 50,,12866
(718) 979-8226,Staten Island,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 12pm-9pm",Hylan Boulevard,NY,,2397 Hylan Blvd.,,10306
(347) 562-4850,Staten Island,,,,United States,,,"Monday 11am-9:30pm, Tuesday 11am-9:30pm, Wednesday 11am-9:30pm, Thursday 11am-9:30pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 12pm-9pm",Arden Avenue,NY,,262 Arden Avenue,,10312
(315) 446-2421,Syracuse,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-10pm",Marshalls Plaza,NY,,3409 Erie Blvd East,,13214
(518) 276-3876,Troy,,,,United States,,,"Monday 11am-8pm, Tuesday 11am-8pm, Wednesday 11am-8pm, Thursday 11am-8pm, Friday 11am-8pm, Saturday 11am-8pm, Sunday 11am-8pm",Rensselaer Polytechnic Institute,NY,,1527 15th Street,,12180
(315) 507-4440,Utica,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",North Utica,NY,,90 North Genesee Street,,13502
(607) 729-6100,Vestal,,,,United States,,,"Monday 11am-9:30pm, Tuesday 11am-9:30pm, Wednesday 11am-9:30pm, Thursday 11am-9:30pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9:30pm",Vestal,NY,,3612 Vestal Parkway East,,13850
(585) 425-3933,Victor,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Victor,NY,,170 Cobblestone Court,,14564
(315) 681-6046,Watertown,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Stateway Plaza,NY,,1222 Arsenal Street,,13601
(585) 872-7800,Webster,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Ridge Rd,NY,,1044 Ridge Road,,14580
(716) 634-7200,Williamsville,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Williamsville,NY,,5063 Transit Road,,14221
(516) 590-7400,Bellmore,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm","Bellmore, NY",NY,,2701 Merrick Road,,11710
(631) 676-6632,Centereach,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm","Centereach, NY",NY,,141 Centereach Mall,,11720
(518) 465-6637,Glenmont,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Glenmont,NY,,380 Feura Bush,,12077
(585) 282-0785,Penfield,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-10 pm, Saturday 11am-10 pm, Sunday 11am-9 pm",Penfield,NY,,2150 Fairport Nine Mile Point Road,,14526
(607) 344-3058,Cortland,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Cortland,NY,,872 Route 13,,13045
718-379-6637,Bronx,,,,United States,,,"Monday 10am-9:30pm, Tuesday 10am-9:30pm, Wednesday 10am-9:30pm, Thursday 10am-9:30pm, Friday 10am-9:30pm, Saturday 10am-9:30pm, Sunday 11am-8pm",Bronx,NY,,200 Baychester Ave,,10475
315.946.1777,Waterloo,,,,United States,,,"Monday 11am-11pm, Tuesday 11am-11pm, Wednesday 11am-11pm, Thursday 11am-11pm, Friday 7am-2am, Saturday 7am-2am, Sunday 11am-11pm",Waterloo - del Lago Resort & Casino,NY,,1133 NY-414,,13165
716-645-3053,Buffalo,,,,United States,,,"Monday 11:00am-10:00pm, Tuesday 11:00am-10:00pm, Wednesday 11:00am-10:00pm, Thursday 11:00am-10:00pm, Friday 11:00am-10:00pm, Saturday 11:00am-10:00pm, Sunday 11:00am-10:00pm",COMING SOON - Buffalo,NY,,3729 Union Rd,,14225
(516) 597-5954,Plainview,,,,United States,,,"Monday 11am-10pm, Tuesday 11am-10pm, Wednesday 11am-10pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11:30am-9pm",Plainview,NY,,1161 Old Country Rd,,11803
(205) 621-3335,Alabaster,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-9pm, Saturday 11am-9pm, Sunday 11am-9pm",Alabaster,AL,,300 Colonial Parkway,,35007
(334) 466-8035,Auburn,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Toomer's Corner,AL,,114 West Magnolia,,36830
(205) 943-7942,Birmingham,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-9pm, Saturday 11am-9pm, Sunday 11am-9pm",State Farm Parkway-Wildwood,AL,,231 State Farm Parkway,,35209
(205) 437-9998,Birmingham,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-9 pm, Saturday 11am-9 pm, Sunday 11am-9 pm",Doug Baker Blvd,AL,,270 Doug Baker Blvd.,,35242
(205) 250-6355,Birmingham,,,,United States,,,"Monday 10:30am-9:00pm, Tuesday 10:30am-9:00pm, Wednesday 10:30am-9:00pm, Thursday 10:30am-9:00pm, Friday 10:30am-9:00pm, Saturday 10:30am-9:00pm, Sunday 11am-9pm",Downtown UAB,AL,,1801 4th Avenue South,,35233
(256) 580-2817,Decatur,,,,United States,,,"Monday 10:30am-9pm, Tuesday 10:30am-9pm, Wednesday 10:30am-9pm, Thursday 10:30am-9pm, Friday 10:30am-10pm, Saturday 10:30am-10pm, Sunday 10:30am-9pm",Crossings of Decatur,AL,,1241 Point Mallard Parkway,,35601
(334) 671-2808,Dothan,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9 pm",Dothan Pavilion,AL,,4521 Montgomery Hwy,,36303
(334) 417-0145,Enterprise,,,,United States,,,"Monday 10:30am-9pm, Tuesday 10:30am-9pm, Wednesday 10:30am-9pm, Thursday 10:30am-9pm, Friday 10:30am-9pm, Saturday 10:30am-9pm, Sunday 10:30am-9pm",Enterprise,AL,,607-D Boll Weevil Circle,,36330
(205) 987-6163,Hoover,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-10pm, Friday 11am-10pm, Saturday 11am-9pm, Sunday 11am-9pm",Riverchase,AL,,3670 Lorna Rd,,35226
(256) 880-0113,Huntsville,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-9 pm, Saturday 11am-9 pm, Sunday 11am-9 pm",Airport Rd,AL,,975 C Airport Rd,,35802
(251) 633-0303,Mobile,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-9 pm, Saturday 11am-9 pm, Sunday 11am-9 pm",Schilinger Rd,AL,,390 Schillinger Rd S,,36695
(251) 342-5233,Mobile,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-9 pm, Saturday 11am-9 pm, Sunday 11am-3pm",S. McGregor Avenue,AL,,280 S. McGregor Avenue,,36608
205-665-8233,Montevallo,,,,United States,,,"Monday 11am-3pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-9 pm, Saturday 11am-9 pm, Sunday 11am-3pm",University of Montevallo - Farmer Hall,AL,,1 Vine Street,,35115
(334) 273-9198,Montgomery,,,,United States,,,"Monday 11am-6pm, Tuesday 11am- 11pm, Wednesday 11am- 11pm, Thursday 11am- 11pm, Friday 11am- 11pm, Saturday Closed, Sunday 11am-6pm",E Zelda Rd,AL,,2900-E Zelda Rd,,36106
(334) 356-3333,Montgomery,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-9 pm, Saturday 11am-9 pm, Sunday 11am-9 pm",East Chase,AL,,7028 East Chase Pkwy,,36117
(205) 445-0456,Mountain Brook,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-9 pm, Saturday 11am-9 pm, Sunday 11am-9 pm",Mountain Brook,AL,,2737 Highway 280,,35223
(334) 749-8156,Opelika,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Opelika-Tiger Town,AL,,2574 Enterprise Drive,,36801
(205) 621-3335,Alabaster,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-9pm, Saturday 11am-9pm, Sunday 11am-9pm",Alabaster,AL,,300 Colonial Parkway,,35007
(334) 285-4942,Prattville,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-9 pm, Saturday 11am-9 pm, Sunday 11am-9 pm",Legends Pkwy,AL,,2739 Legends Pkwy,,36066
(251) 625-0102,Spanish Fort,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-9 pm, Saturday 11am-9 pm, Sunday 11am-9 pm",Spanish Fort,AL,,30500 State Hwy 181,,36527
(205) 655-9669,Trussville,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-9 pm, Saturday 11am-9 pm, Sunday 11am-9 pm",Trussville Crossings,AL,,5870 Trussville Crossings Blvd,,35235
(205) 342-1487,Tuscaloosa,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-9 pm, Saturday 11am-9 pm, Sunday 11am-9 pm",McFarland Blvd,AL,,2312 McFarland Blvd,,35404
(205) 523-0999,Tuscaloosa,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-2 am, Thursday 11am-9 pm, Friday 11am-2 am, Saturday 11am-2 am, Sunday 11am-9 pm",University Town Center,AL,,1130 University Boulevard,,35401
(205) 824-7663,Vestavia Hills,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-9pm, Saturday 11am-9pm, Sunday 11am-9pm",Moe's Vestavia Hills City Center,AL,,716 Montgomery Hwy,,35216
(501) 778-3111,Bryant,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-10 pm, Saturday 11am-10 pm, Sunday 11am-9 pm","Bryant, AR",AR,,7409 Alcoa Road,,72022
(501) 336-6500,Conway,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-10 pm, Saturday 11am-10 pm, Sunday 11am-9 pm","Conway, AR",AR,,625 Salem Road,,72034
(501) 223-3378,Little Rock,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-10 pm, Saturday 11am-10 pm, Sunday 11am-9 pm",Perris Plaza,AR,,12312 Chenal Parkway,,72211
(501) 812-5577,North Little Rock,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-10 pm, Saturday 11am-10 pm, Sunday 11am-9 pm",North Hills,AR,,4834 North Hills Blvd.,,72116
(479) 903-7272,Rogers,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-10 pm, Saturday 11am-10 pm, Sunday 11am-9 pm",West Pleasant Crossing,AR,,2600 West Pleasant Crossing,,72758
(860) 269-6106,Avon,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-10 pm, Saturday 11am-10 pm, Sunday 11am-9 pm",Avon,CT,,385 West Main Street,,06001
(203) 433-4092,Branford,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-9 pm, Saturday 11am-9 pm, Sunday 11am-9 pm",Branhaven Plaza,CT,,1060 West Main Street,,06405
(860) 506-4861,Bristol,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-10 pm, Saturday 11am-10 pm, Sunday 11am-9 pm",Bristol,CT,,641 Farmington Plaza,,06010
(860) 741-0502,Enfield,,,,United States,,,"Monday 11am-9 pm, Tuesday 11am-9 pm, Wednesday 11am-9 pm, Thursday 11am-9 pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9 pm",Enfield,CT,,25 Hazard Ave.,,06082
(334) 466-8035,Auburn,,,,United States,,,"Monday 11am-9pm, Tuesday 11am-9pm, Wednesday 11am-9pm, Thursday 11am-9pm, Friday 11am-10pm, Saturday 11am-10pm, Sunday 11am-9pm",Toomer's Corner,AL,,114 West Magnolia,,36830
