phone_number,city,distributor_name,store_type,store_number,country,address2,longitude,store_hours,store_name,state,other_fields,address,latitude,zip_code
"786-999-1000, 800-794-9374",Coral Gables,,,,Canada,,,"Mon.- 10:00AM - 9:00PM, Tue.- 10:00AM - 9:00PM, Wed.- 10:00AM - 9:00PM, Thu.- 10:00AM - 9:00PM, Fri.- 10:00AM - 9:00PM, Sat.- 10:00AM - 9:00PM, Sun.- 12:00PM - 7:00PM",Neiman Marcus Coral Gables,FL,,390 San Lorenzo Avenue,,33146
"954-566-6666, 800-274-0094",Ft. Lauderdale ,,,,Canada,,,"Mon.- 10:00AM - 9:00PM, Tue.- 10:00AM - 9:00PM, Wed.- 10:00AM - 9:00PM, Thu.- 10:00AM - 9:00PM, Fri.- 10:00AM - 9:00PM, Sat.- 10:00AM - 9:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Fort Lauderdale,FL,,2442 East Sunrise Blvd,,33304
"407-264-5900, 800-590-7046",Orlando,,,,Canada,,,"Mon.- 10:00AM - 9:00PM, Tue.- 10:00AM - 9:00PM, Wed.- 10:00AM - 9:00PM, Thu.- 10:00AM - 9:00PM, Fri.- 10:00AM - 9:00PM, Sat.- 10:00AM - 9:00PM, Sun.- 12:00PM - 7:00PM",Neiman Marcus Orlando,FL,,4170 Conroy Road,,32839
"561-805-6150, 800-884-6137",Palm Beach ,,,,Canada,,,"Mon.- 10:00AM - 6:00PM, Tue.- 10:00AM - 6:00PM, Wed.- 10:00AM - 6:00PM, Thu.- 10:00AM - 6:00PM, Fri.- 10:00AM - 6:00PM, Sat.- 10:00AM - 6:00PM, Sun.- 12:00PM - 5:00PM",Neiman Marcus Palm Beach,FL,,151 Worth Avenue,,33480
"813-877-5700, 800-388-5646",Tampa,,,,Canada,,,"Mon.- 10:00AM - 9:00PM, Tue.- 10:00AM - 9:00PM, Wed.- 10:00AM - 9:00PM, Thu.- 10:00AM - 9:00PM, Fri.- 10:00AM - 9:00PM, Sat.- 10:00AM - 9:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Tampa Bay,FL,,2223 N. Westshore Blvd.,,33607
"404-266-8200, 800-555-5077",Atlanta,,,,Canada,,,"Mon.- 10:00AM - 8:00PM, Tue.- 10:00AM - 8:00PM, Wed.- 10:00AM - 8:00PM, Thu.- 10:00AM - 8:00PM, Fri.- 10:00AM - 8:00PM, Sat.- 10:00AM - 8:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Atlanta,GA,,3393 Peachtree Road NE,,30326
"808-951-8887, 877-951-8887",Honolulu ,,,,Canada,,,"Mon.- 10:00AM - 8:00PM, Tue.- 10:00AM - 8:00PM, Wed.- 10:00AM - 8:00PM, Thu.- 10:00AM - 8:00PM, Fri.- 10:00AM - 8:00PM, Sat.- 10:00AM - 7:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Honolulu,HI,,1450 Ala Moana Boulevard,,96814
"312-642-5900, 800-642-4480",Chicago,,,,Canada,,,"Mon.- 10:00AM - 7:00PM, Tue.- 10:00AM - 7:00PM, Wed.- 10:00AM - 7:00PM, Thu.- 10:00AM - 7:00PM, Fri.- 10:00AM - 7:00PM, Sat.- 10:00AM - 7:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Chicago - Michigan Avenue,IL,,737 North Michigan Avenue,,60611
"847-564-0300, 800-323-5684",Northbrook,,,,Canada,,,"Mon.- 10:00AM - 8:00PM, Tue.- 10:00AM - 8:00PM, Wed.- 10:00AM - 8:00PM, Thu.- 10:00AM - 8:00PM, Fri.- 10:00AM - 8:00PM, Sat.- 10:00AM - 7:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Chicago - Northbrook,IL,,5000 Northbrook Ct,,60062
"630-572-1500, 877-868-2966",Oak Brook,,,,Canada,,,"Mon.- 10:00AM - 8:00PM, Tue.- 10:00AM - 8:00PM, Wed.- 10:00AM - 8:00PM, Thu.- 10:00AM - 8:00PM, Fri.- 10:00AM - 8:00PM, Sat.- 10:00AM - 7:00PM, Sun.- 12:00PM - 5:00PM",Neiman Marcus Chicago - Oakbrook,IL,,6 Oakbrook Center,,60523
847-205-4543,Northbrook,,,,Canada,,,"Mon.- 12:00AM - 8:00PM, Tue.- 12:00AM - 12:45AM, Wed.- 12:00AM - 1:00AM, Thu.- 12:00AM - 1:00AM, Fri.- 12:00AM - 1:00AM, Sat.- 12:00AM - 1:30AM, Sun.- 12:00AM - 1:45AM",Neiman Marcus Northbrook Court - Cusp,IL,,1206 Northbrook Court,,60062
312-951-2299,Chicago,,,,Canada,,,"Mon.-  10:00AM - 9:00PM, Tue.-  10:00AM - 9:00PM, Wed.-  10:00AM - 9:00PM, Thu.-  10:00AM - 9:00PM, Fri.-  10:00AM - 9:00PM, Sat.-  10:00AM - 9:00PM, Sun.-  11:00AM - 6:00PM",Neiman Marcus Water Tower Place - Cusp,IL,,"835 North Michigan Avenue, Suite 3020",,60611
"617-536-3660, 877-563-4626",Boston ,,,,Canada,,,"Mon.- 10:00AM - 8:00PM, Tue.- 10:00AM - 8:00PM, Wed.- 10:00AM - 8:00PM, Thu.- 10:00AM - 8:00PM, Fri.- 10:00AM - 8:00PM, Sat.- 10:00AM - 8:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Boston,MA,,5 Copley Place,,02116
617-244-6081,Chestnut Hill,,,,Canada,,,"Mon.-  10:00AM - 9:00PM, Tue.-  10:00AM - 9:00PM, Wed.-  10:00AM - 9:00PM, Thu.-  10:00AM - 9:00PM, Fri.-  10:00AM - 9:00PM, Sat.-  10:00AM - 8:00PM, Sun.-  12:00PM - 6:00PM",Neiman Marcus Chestnut Hill - Cusp,MA,,"199 Boylston Street, Suite N115",,02467
"508-620-5700, 866-773-6176",Natick,,,,Canada,,,"Mon.- 10:00AM - 8:00PM, Tue.- 10:00AM - 8:00PM, Wed.- 10:00AM - 8:00PM, Thu.- 10:00AM - 8:00PM, Fri.- 10:00AM - 8:00PM, Sat.- 10:00AM - 8:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Natick,MA,,310 Speen Street,,01760
"248-643-3300, 800-937-6488",Troy ,,,,Canada,,,"Mon.- 10:00AM - 8:00PM, Tue.- 10:00AM - 8:00PM, Wed.- 10:00AM - 8:00PM, Thu.- 10:00AM - 8:00PM, Fri.- 10:00AM - 8:00PM, Sat.- 10:00AM - 8:00PM, Sun.- 1:00PM - 6:00PM",Neiman Marcus Troy,MI,,2705 W Big Beaver Road,,48084
"314-567-9811, 877-634-6260",St. Louis,,,,Canada,,,"Mon.- 10:00AM - 8:00PM, Tue.- 10:00AM - 8:00PM, Wed.- 10:00AM - 8:00PM, Thu.- 10:00AM - 8:00PM, Fri.- 10:00AM - 8:00PM, Sat.- 10:00AM - 7:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus St. Louis,MO,,100 Plaza Frontenac,,63131
"702-731-3636, 800-288-7741",Las Vegas,,,,Canada,,,"Mon.- 10:00AM - 8:00PM, Tue.- 10:00AM - 8:00PM, Wed.- 10:00AM - 8:00PM, Thu.- 10:00AM - 8:00PM, Fri.- 10:00AM - 8:00PM, Sat.- 10:00AM - 8:00PM, Sun.- 12:00PM - 7:00PM",Neiman Marcus Las Vegas,NV,,3200 Las Vegas Boulevard South,,89109
"201-291-1920, 877-868-3169",Paramus,,,,Canada,,,"Mon.- 10:00AM - 9:00PM, Tue.- 10:00AM - 9:00PM, Wed.- 10:00AM - 9:00PM, Thu.- 10:00AM - 9:00PM, Fri.- 10:00AM - 9:00PM, Sat.- 10:00AM - 9:00PM, Sun.- CLOSED",Neiman Marcus Paramus,NJ,,503 Garden State Plz,,07652
"973-912-0080, 877-777-5321",Short Hills,,,,Canada,,,"Mon.- 10:00AM - 9:00PM, Tue.- 10:00AM - 9:00PM, Wed.- 10:00AM - 9:00PM, Thu.- 10:00AM - 9:00PM, Fri.- 10:00AM - 9:00PM, Sat.- 10:00AM - 8:00PM, Sun.- 11:00AM - 6:00PM",Neiman Marcus Short Hills,NJ,,1200 Morris Turnpike,,07078
516-368-0500,Garden City,,,,Canada,,,"Mon.- 10:00AM - 9:00PM, Tue.- 10:00AM - 9:00PM, Wed.- 10:00AM - 9:00PM, Thu.- 10:00AM - 9:00PM, Fri.- 10:00AM - 8:00PM, Sat.- 10:00AM - 8:00PM, Sun.- 11:00AM - 6:00PM",Neiman Marcus Roosevelt Field - Now Open!,NY,,630 Old Country Road,,11530
"914-428-2000, 877-634-6269",White Plains ,,,,Canada,,,"Mon.- 10:00AM - 7:00PM, Tue.- 10:00AM - 7:00PM, Wed.- 10:00AM - 7:00PM, Thu.- 10:00AM - 7:00PM, Fri.- 10:00AM - 7:00PM, Sat.- 10:00AM - 7:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus White Plains,NY,,2 E MAPLE AVE,,10601
"704-442-7900, 800-353-8755",Charlotte,,,,Canada,,,"Mon.- 10:00AM - 8:00PM, Tue.- 10:00AM - 8:00PM, Wed.- 10:00AM - 8:00PM, Thu.- 10:00AM - 8:00PM, Fri.- 10:00AM - 8:00PM, Sat.- 10:00AM - 8:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Charlotte,NC,,4400 Sharon Rd,,28211
"610-962-6200, 800-456-5501",King of Prussia,,,,Canada,,,"Mon.- 10:00AM - 9:00PM, Tue.- 10:00AM - 9:00PM, Wed.- 10:00AM - 9:00PM, Thu.- 10:00AM - 9:00PM, Fri.- 10:00AM - 9:00PM, Sat.- 10:00AM - 9:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus King of Prussia,PA,,170 N GULPH RD,,19406
"512-719-1200, 866-880-1293",Austin,,,,Canada,,,"Mon.- 10:00AM - 8:00PM, Tue.- 10:00AM - 8:00PM, Wed.- 10:00AM - 8:00PM, Thu.- 10:00AM - 8:00PM, Fri.- 10:00AM - 8:00PM, Sat.- 10:00AM - 8:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Austin,TX,,3400 Palm Way,,78758
"214-741-6911, 800-937-9146",Dallas,,,,Canada,,,"Mon.- 10:00AM - 6:00PM, Tue.- 10:00AM - 6:00PM, Wed.- 10:00AM - 6:00PM, Thu.- 10:00AM - 7:00PM, Fri.- 10:00AM - 6:00PM, Sat.- 10:00AM - 6:00PM, Sun.- CLOSED",Neiman Marcus Dallas - Downtown,TX,,1618 Main St.,,75201
"214-363-8311, 800-756-5784",Dallas,,,,Canada,,,"Mon.- 10:00AM - 9:00PM, Tue.- 10:00AM - 9:00PM, Wed.- 10:00AM - 9:00PM, Thu.- 10:00AM - 9:00PM, Fri.- 10:00AM - 9:00PM, Sat.- 10:00AM - 8:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Dallas - NorthPark,TX,,"8687 North Central Expressway, Suite 400",,75225
"972-629-1700, 877-634-6265",Plano,,,,Canada,,,"Mon.- 10:00AM - 9:00PM, Tue.- 10:00AM - 9:00PM, Wed.- 10:00AM - 9:00PM, Thu.- 10:00AM - 9:00PM, Fri.- 10:00AM - 9:00PM, Sat.- 10:00AM - 8:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Dallas - Willow Bend,TX,,2201 Dallas Pkwy,,75093
"817-738-3581, 800-234-0788",Fort Worth,,,,Canada,,,"Mon.- 10:00AM - 7:00PM, Tue.- 10:00AM - 7:00PM, Wed.- 10:00AM - 7:00PM, Thu.- 10:00AM - 7:00PM, Fri.- 10:00AM - 7:00PM, Sat.- 10:00AM - 7:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Fort Worth,TX,,5200 Monahans Ave,,76109
"713-621-7100, 800-397-5293",Houston,,,,Canada,,,"Mon.- 10:00AM - 8:30PM, Tue.- 10:00AM - 8:30PM, Wed.- 10:00AM - 8:30PM, Thu.- 10:00AM - 8:30PM, Fri.- 10:00AM - 8:30PM, Sat.- 10:00AM - 8:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Houston - Galleria,TX,,2600 Post Oak Boulevard,,77056
"210-558-8000, 866-328-5475",San Antonio,,,,Canada,,,"Mon.- 10:00AM - 9:00PM, Tue.- 10:00AM - 9:00PM, Wed.- 10:00AM - 9:00PM, Thu.- 10:00AM - 9:00PM, Fri.- 10:00AM - 9:00PM, Sat.- 10:00AM - 9:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus San Antonio,TX,,15900 La Cantera Pkwy,,78256
"703-761-1600, 877-877-1849",McLean ,,,,Canada,,,"Mon.- 10:00AM - 9:00PM, Tue.- 10:00AM - 9:00PM, Wed.- 10:00AM - 9:00PM, Thu.- 10:00AM - 9:00PM, Fri.- 10:00AM - 9:00PM, Sat.- 10:00AM - 7:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Tysons Galleria,VA,,2255 International Drive,,22102
"425-452-3300, 866-281-5663",Bellevue,,,,Canada,,,"Mon.- 10:00AM - 8:00PM, Tue.- 10:00AM - 8:00PM, Wed.- 10:00AM - 8:00PM, Thu.- 10:00AM - 8:00PM, Fri.- 10:00AM - 8:00PM, Sat.- 10:00AM - 8:00PM, Sun.- 12:00PM - 6:00PM",Neiman Marcus Bellevue,WA,,11111 NE 8th Street,,98004
