phone_number,city,distributor_name,store_type,store_number,country,address2,longitude,store_hours,store_name,state,other_fields,address,latitude,zip_code
(706) 235-5757,Rome,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Rome,GA,,789 Turner Mccall Blvd. NE,,30161
(770) 898-2018,McDonough,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",McDonough,GA,,1961 Jonesboro Road,,30253
(770) 968-4800,Morrow,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Morrow - Southlake Mall,GA,,1176 Mount Zion Road,,30260
(770) 933-8971,Smyrna,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Smyrna - Cobb Parkway,GA,,2467 Cobb Parkway SE,,30080
(770) 577-5858,Douglasville,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Douglasville - Arbor Place Mall,GA,,6710 Douglas Blvd,,30135
(678) 817-4144,Fayetteville,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Fayetteville,GA,,1380 Highway 85 N,,30214
(706) 660-0881,Columbus,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Columbus,GA,,5555 G Whittlesey Blvd,,31909
(770) 253-9470,Newnan,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Newnan - Ashley Park Shopping Centre,GA,,212 Newnan Crossing By-Pass,,30263
(770) 832-8885,Carrollton,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Carrollton Crossroads,GA,,1379 South Park Street,,30117
(662) 840-8450,Tupelo,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Tupelo,MS,,3242 North Gloster Street,,38804
(205) 750-0321,Tuscaloosa,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Tuscaloosa,AL,,2100 McFarland Blvd E,,35404
(205) 663-0945,Alabaster,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Alabaster,AL,,20 S Colonial Dr #8,,35007
(205) 591-0731,Birmingham,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Birmingham - Eastwood,AL,,7701 Crestwood Blvd,,35210
(205) 985-4696,Hoover,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Hoover - Riverchase,AL,,3450 Galleria Circle,,35244
(205) 655-4313,Birmingham,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Birmingham - Trussville,AL,,3555 Roosevelt Blvd,,35235
(256) 718-3337,Florence,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Florence,AL,,375 Cox Creek Parkway,,35630
(256) 539-1955,Huntsville,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Huntsville,AL,,3730 University Dr NW,,35816
(256) 306-1880,Decatur,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Decatur,AL,,1102 Beltline Rd,,35601
(228) 392-8068,D'Iberville,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",D'Iberville,MS,,3882 Promenade Parkway,,39540
(601) 264-2234,Hattiesburg,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Hattiesburg,MS,,4505 Hardy Street,,39402
(985) 781-5920,Slidell,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Slidell,LA,,168 Northshore Blvd,,70460
(731) 664-1330,Jackson,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Jackson - Columns,TN,,1067 Vann Drive,,38305
(931) 520-3340,Cookeville,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Cookeville,TN,,1300 Interstate Drive,,38501
(423) 339-3330,Cleveland,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM","Cleveland, TN",TN,,4499 Keith St. NW,,37312
(770) 497-0594,Duluth,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Gwinnett Place - Duluth,GA,,3565 Mall Blvd,,30096
(229) 387-8990,Tifton,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Tifton,GA,,1208 US Highway 82 W,,31793
(478) 477-0394,Macon,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Macon Mall,GA,,3709 Bloomfield Rd,,31206
(478) 953-5006,Warner Robins,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Warner Robins,GA,,3020 Watson Blvd,,31093
(678) 344-9195,Snellville,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Snellville,GA,,1565 Scenic Hwy,,30078
(678) 546-1778,Buford,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Buford - The Mall of Georgia,GA,,3220 Buford Dr,,30519
(901) 377-3437,Memphis,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Memphis - Wolfchase Mall,TN,,8405 US Highway 64,,38133
(901) 624-2003,Memphis,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Fri : 11:00AM - 11:00PM",Memphis - Winchester Rd,TN,,7778 Winchester Road,,38125
(907) 349-1999,Anchorage,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Dimond Mall,AK,,"800 E Dimond Blvd 
Suite # 160",,99515
(907) 333-1300,Anchorage,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Tikatnu Commons,AK,,1186 N Muldoon Rd,,99504
(520) 459-8960,Sierra Vista,,,,United States,,,"Sun : 11:00AM - 9:00PM, Mon : 11:00AM - 9:00PM, Tue : 11:00AM - 9:00PM, Wed : 11:00AM - 9:00PM, Thu : 11:00AM - 9:00PM, Sat : 11:00AM - 10:00PM",Sierra Vista,AZ,,380 N Hwy 90,,85635
(520) 544-3690,Oro Valley,,,,United States,,,"Sun : 11:00AM - 9:00PM, Mon : 11:00AM - 9:00PM, Tue : 11:00AM - 9:00PM, Wed : 11:00AM - 9:00PM, Thu : 11:00AM - 9:00PM, Sat : 11:00AM - 10:00PM",Oro Valley Marketplace,AZ,,11905 North Oracle Rd,,85737
(520) 790-5787,Tucson,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Tucson - Broadway,AZ,,5410 E Broadway Blvd,,85711
(520) 434-0789,Tucson,,,,United States,,,"Sun : 11:00AM - 10:30PM, Mon : 11:00AM - 10:30PM, Tue : 11:00AM - 10:30PM, Wed : 11:00AM - 10:30PM, Thu : 11:00AM - 10:30PM, Sat : 11:00AM - 11:30PM",Tucson - Irvington,AZ,,1213 West Irvington Road,,85714
(702) 341-8190,Las Vegas,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Summerlin - W Charleston Blvd & I-215,NV,,10800 West Charleston Blvd,,89135
(520) 292-1077,Tucson,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Tucson Mall,AZ,,300 W Wetmore Road,,85705
(520) 426-0226,Casa Grande,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Casa Grande,AZ,,717 N. Promenade Parkway,,85194
(702) 258-3453,Las Vegas,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Las Vegas - Decatur,NV,,1361 S. Decatur Blvd,,89102
(702) 658-2144,Las Vegas,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Las Vegas - Cheyenne Ave,NV,,6850 W. Cheyenne Ave.,,89108
(480) 677-8345,Queen Creek,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Queen Creek Market Place,AZ,,21422 S Ellsworth Loop Road,,85142
(702) 735-0082,Las Vegas,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Las Vegas - Flamingo Road,NV,,1545 Flamingo Road,,89119
(702) 451-5133,Henderson,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Henderson,NV,,4400 E. Sunset Rd.,,89014
(480) 807-0207,Mesa,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",East Mesa - Southern at Superstition Springs Mall,AZ,,6201 E. Southern Ave.,,85206
(480) 726-5137,Chandler,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Chandler – Gilbert – Crossroad Towne Center,AZ,,2930 E Germann Rd,,85286
(480) 857-0126,Chandler,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Chandler Fashion Mall,AZ,,3430 W. Chandler Blvd,,85226
(702) 438-0082,Las Vegas,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Las Vegas - Nellis Blvd,NV,,80 N. Nellis Blvd.,,89110
(480) 964-5166,Mesa,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",West Mesa - Alma School Rd at Southern Fiesta Mall,AZ,,1261 W Southern Ave,,85202
(480) 874-0212,Scottsdale,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Scottsdale - N. Scottsdale Rd.,AZ,,3380 North Scottsdale Rd.,,85251
(602) 494-4327,Scottsdale,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Scottsdale - E Cactus Rd,AZ,,4868 E Cactus Road,,85254
(623) 434-4664,Phoenix,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Phoenix - Happy Valley Town Center,AZ,,2501 W. Happy Valley Road,,85085
(928) 779-3000,Flagstaff,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Flagstaff,AZ,,2550 S. Beulah Blvd,,86001
(480) 777-0032,Tempe,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Tempe - W. Elliott Rd,AZ,,1010 W. Elliott Rd.,,85284
(623) 412-4955,Peoria,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Peoria Arrowhead,AZ,,7889 W Bell Rd.,,85382
(623) 845-0477,Phoenix,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Phoenix - Desert Sky,AZ,,2626 N. 75th Avenue,,85035
(602) 943-1502,Phoenix,,,,United States,,,"Sun : 11:00AM - 10:00PM, Mon : 11:00AM - 10:00PM, Tue : 11:00AM - 10:00PM, Wed : 11:00AM - 10:00PM, Thu : 11:00AM - 10:00PM, Sat : 11:00AM - 11:00PM",Metro Center,AZ,,2710 W. North Lane,,85051
