store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,store_type,other_fields,coming_soon
Palmdale,,38118 47th St East ,,Palmdale ,CA,93552,United States,"(661) 208-4276, (661) 533-5072",,,Monday - Sunday: 7am - 10:00pm,,,
Fresno,,3850 N. Cedar Ave. ,,Fresno ,CA,93726,United States,"(559) 476-3070, (559) 476-3074",,,Monday - Sunday: 7:00am - 10:00pm,,,
Escondido,,1315 East Valley Parkway ,,Escondido ,CA,92027,United States,"(760) 291-0375, (760) 291-1450",,,Monday - Sunday: 7am - 11pm,,,
Hesperia,,17390 Main Street ,,Hesperia ,Ca,92345,United States,"(442) 600-3020, (442) 600-3021",,,Monday - Sunday: 7:00am - 10:00pm,,,
East Los Angeles,,3425 Whittier Blvd. ,,Los Angeles ,CA,90023,United States,"(323) 980-4400, (323) 980-4406",,,Monday - Sunday: 7:00am - 10:00pm,,,
Fresno,,4831 E Butler Ave. ,,Fresno ,CA,93727,United States,"(559) 455-0179, (559) 455-0188",,,Monday - Sunday: 7:00am - 10:00pm,,,
Delano,,1840 Cecil Ave. ,,Delano ,CA,93215,United States,"(661) 725-9283, (661) 725-9287",,,Monday - Sunday: 7:00am - 10:00pm,,,
Canyon Country,,18571 Soledad Canyon Rd ,,Canyon Country ,CA,91351,United States,(661) 347-7390,,,Monday - Sunday: 7:00am - 10:00pm,,,
Canoga Park,,21555 Roscoe Blvd. ,,Canoga Park ,CA,91304,United States,"(818) 704-1717, (818) 704-5055",,,Monday - Sunday: 7:00am - 11:00pm,,,
Canoga Park,,21208 Sherman Way ,,Canoga Park ,CA,91303,United States,"(818) 346-1665, (818) 346-0255",,,Monday - Sunday: 7:00am - 11:00pm,,,
Delano,,820 Main Street ,,Delano ,CA,93215,United States,"(661) 725-8920, (661) 725-4836",,,Monday - Sunday: 7:00am - 10:00pm,,,
Lancaster,,815 E. Ave K ,,Lancaster ,CA,93535,United States,"(661) 974-7002, (661) 974-8688",,,Monday - Sunday: 7am - 10:00pm,,,
Baldwin Park,,13940 Ramona Blvd ,,Baldwin Park ,CA,91706,United States,"(626) 480-8960, (626) 480-8961",,,Monday - Sunday: 6:30am - 11:00pm,,,
Bakersfield,,1515 Panama Lane ,,Bakersfield ,CA,93307,United States,"(661) 241-6430, (661) 241-6434",,,Monday - Sunday: 7:00am - 11:00pm,,,
Bakersfield,,5951 East Niles Ave ,,Bakersfield ,CA,93306,United States,"(661) 366-4916, (661) 364-0671",,,Monday - Sunday: 7:00am - 11:00pm,,,
Burbank,,10950 Sherman Way ,,Burbank ,CA,91505,United States,"(818) 526-0081, (818) 526-0091",,,Monday - Sunday: 7:00am - 11pm,,,
Downey,,7900 Imperial Hwy ,,Downey ,CA,90242,United States,(562) 231-5656,,,Monday - Sunday: 7:00am - 11:00pm,,,
Arvin,,600 Bear Mountain Blvd ,,Arvin ,CA,93203,United States,"(661) 854-3505, (661) 854-8627",,,Monday - Sunday: 7:00am - 10:00pm,,,
Fresno,,1951 West Clinton Avenue ,,Fresno ,CA,93705,United States,"(559) 476-3920, (559) 476-3916",,,7:00am- 10:00pm,,,
Anaheim,,2394 West Lincoln Ave ,,Anaheim ,CA,92801,United States,"(714) 300-0778, (714) 300-0785",,,Monday - Sunday: 7:00am - 11:00pm,,,
Arleta,,9011 Woodman Ave. ,,Arleta ,CA,91331,United States,"(818) 920-2700, (818) 920-2701",,,Monday - Sunday: 7am - 11pm,,,
Bakersfield,,2309 Niles Point ,,Bakersfield ,CA,93306,United States,"(661) 869-1076, (661) 869-1071",,,Monday - Sunday: 7:00am - 10:00pm,,,
Bakersfield,,"2705 South H"" Street ",,Bakersfield ,CA,93304,United States,"(661) 397-4490, (661) 397-1081",,,Monday - Sunday: 7:00am - 10:00pm,,,
